Unnamed: 0,Mois,Demande totale de chaleur (MWh),Chauffage des locaux (MWh),Eau chaude sanitaire (MWh),Chaleur (centre énergétique) (MWh),Demande totale de froid (MWh),Refroidissement des locaux (MWh),Refroidissement de procédé (MWh),Refroidissement (centre énergétique) (MWh),Charges électriques (MWh),E-mobilité (MWh),Puissance de fonctionnement (MWh),Travail de pompe (MWh),Température de l'air (°C)
,"Lun, 01.01. 00:00",4067.2,3814.3,252.9,0,0,0,0,0,0,0,1124.3,0,0.2000000029802322
,"Lun, 01.01. 01:00",4130.6,3981.1,149.5,0,0,0,0,0,0,0,1134.2,0,0
,"Lun, 01.01. 02:00",3804.5,3724.3,80.2,0,0,0,0,0,0,0,1042.3,0,-0.2000000029802322
,"Lun, 01.01. 03:00",4118.1,4081,37.1,0,0,0,0,0,0,0,1127.6,0,-0.5
,"Lun, 01.01. 04:00",4162.6,4082.5,80.1,0,0,0,0,0,0,0,1117.5,0,0.4000000059604645
,"Lun, 01.01. 05:00",6146.1,6063.6,82.5,0,0,0,0,0,0,0,1649.2,0,-0.1000000014901161
,"Lun, 01.01. 06:00",8387.1,8278,109.1,0,0,0,0,0,0,0,2208.7,0,0.300000011920929
,"Lun, 01.01. 07:00",8108.5,7885.6,222.9,0,0,0,0,0,0,0,2224.1,0,-0.4000000059604645
,"Lun, 01.01. 08:00",7867.2,7282.4,584.8,0,0,0,0,0,0,0,2209.5,0,-0.1000000014901161
,"Lun, 01.01. 09:00",8075.1,6935.8,1139.3,0,0,0,0,0,0,0,2294.5,0,0.6000000238418579
,"Lun, 01.01. 10:00",7788.9,6558.4,1230.5,0,0,0,0,0,0,0,2178.6,0,1.5
,"Lun, 01.01. 11:00",7137.3,5921.8,1215.5,0,0,0,0,0,0,0,1955.1,0,2.5
,"Lun, 01.01. 12:00",6465.7,5381.8,1083.9,0,0,0,0,0,0,0,1702.5,0,4
,"Lun, 01.01. 13:00",6033.8,5175.7,858.1,0,0,0,0,0,0,0,1558.9,0,4.199999809265137
,"Lun, 01.01. 14:00",6396.4,5562.7,833.7,0,0,0,0,0,0,0,1636.4,0,4.400000095367432
,"Lun, 01.01. 15:00",6506,5780.7,725.3,0,0,0,0,0,0,0,1667.7,0,3.900000095367432
,"Lun, 01.01. 16:00",6310.9,5656.3,654.6,0,0,0,0,0,0,0,1631.7,0,3.400000095367432
,"Lun, 01.01. 17:00",6262,5583.5,678.5,0,0,0,0,0,0,0,1618,0,3.400000095367432
,"Lun, 01.01. 18:00",6767.2,6017.3,749.9,0,0,0,0,0,0,0,1770.3,0,2.900000095367432
,"Lun, 01.01. 19:00",7154.6,6348.5,806.1,0,0,0,0,0,0,0,1871,0,2.799999952316284
,"Lun, 01.01. 20:00",7224.3,6447.9,776.4,0,0,0,0,0,0,0,1871,0,2.900000095367432
,"Lun, 01.01. 21:00",7242.7,6540,702.7,0,0,0,0,0,0,0,1827.4,0,3.400000095367432
,"Lun, 01.01. 22:00",4347.3,3814,533.3,0,0,0,0,0,0,0,1140.4,0,3
,"Lun, 01.01. 23:00",3833,3496.6,336.4,0,0,0,0,0,0,0,1018.9,0,2.099999904632568
,"Mar, 02.01. 00:00",3476.4,3245,231.4,0,0,0,0,0,0,0,896.9,0,2.799999952316284
,"Mar, 02.01. 01:00",3508.9,3384,124.9,0,0,0,0,0,0,0,899.7,0,2.5
,"Mar, 02.01. 02:00",3219.8,3183.4,36.4,0,0,0,0,0,0,0,806.8,0,2.900000095367432
,"Mar, 02.01. 03:00",3622.9,3583.7,39.2,0,0,0,0,0,0,0,911.3,0,2.700000047683716
,"Mar, 02.01. 04:00",4129.9,4001.5,128.4,0,0,0,0,0,0,0,1048.4,0,2.700000047683716
,"Mar, 02.01. 05:00",5631.4,5296.2,335.2,0,0,0,0,0,0,0,1438.3,0,2.5
,"Mar, 02.01. 06:00",8902.4,7866.1,1036.3,0,0,0,0,0,0,0,2324.9,0,2.599999904632568
,"Mar, 02.01. 07:00",8152.8,7141.6,1011.2,0,0,0,0,0,0,0,2148.6,0,2.900000095367432
,"Mar, 02.01. 08:00",7375.5,6486.9,888.6,0,0,0,0,0,0,0,1977,0,2.5
,"Mar, 02.01. 09:00",7003.5,6270.4,733.1,0,0,0,0,0,0,0,1895.3,0,1.799999952316284
,"Mar, 02.01. 10:00",6273.2,5645.3,627.9,0,0,0,0,0,0,0,1657.3,0,2.599999904632568
,"Mar, 02.01. 11:00",6029.1,5454.2,574.9,0,0,0,0,0,0,0,1591.8,0,2.5
,"Mar, 02.01. 12:00",5385.4,4810.1,575.3,0,0,0,0,0,0,0,1321.3,0,5.400000095367432
,"Mar, 02.01. 13:00",5488.1,4915.3,572.8,0,0,0,0,0,0,0,1327,0,5.800000190734863
,"Mar, 02.01. 14:00",5013.2,4514.4,498.8,0,0,0,0,0,0,0,1216,0,5.699999809265137
,"Mar, 02.01. 15:00",5735.8,5229.5,506.3,0,0,0,0,0,0,0,1452.2,0,3.900000095367432
,"Mar, 02.01. 16:00",6215.6,5672.8,542.8,0,0,0,0,0,0,0,1632.4,0,2.5
,"Mar, 02.01. 17:00",6747.6,6055.3,692.3,0,0,0,0,0,0,0,1822.3,0,1.700000047683716
,"Mar, 02.01. 18:00",7549.1,6734.6,814.5,0,0,0,0,0,0,0,2060.7,0,1.299999952316284
,"Mar, 02.01. 19:00",7483.7,6479.4,1004.3,0,0,0,0,0,0,0,1986.4,0,2.700000047683716
,"Mar, 02.01. 20:00",7546.1,6508,1038.1,0,0,0,0,0,0,0,2006.1,0,2.5
,"Mar, 02.01. 21:00",7742.1,6693.7,1048.4,0,0,0,0,0,0,0,2076.4,0,2
,"Mar, 02.01. 22:00",4717.8,4156.4,561.4,0,0,0,0,0,0,0,1310.4,0,0.800000011920929
,"Mar, 02.01. 23:00",4581.2,4233.7,347.5,0,0,0,0,0,0,0,1307.7,0,-0.8999999761581421
,"Mer, 03.01. 00:00",4477.9,4237.3,240.6,0,0,0,0,0,0,0,1253.5,0,-0.5
,"Mer, 03.01. 01:00",3997.8,3880.3,117.5,0,0,0,0,0,0,0,1102.4,0,-0.300000011920929
,"Mer, 03.01. 02:00",4205.9,4168.8,37.1,0,0,0,0,0,0,0,1165.2,0,-0.800000011920929
,"Mer, 03.01. 03:00",4239,4204.1,34.9,0,0,0,0,0,0,0,1197.8,0,-1.700000047683716
,"Mer, 03.01. 04:00",5319.9,5195.2,124.7,0,0,0,0,0,0,0,1530.4,0,-2.200000047683716
,"Mer, 03.01. 05:00",7992.2,7607.9,384.3,0,0,0,0,0,0,0,2266.3,0,-1.600000023841858
,"Mer, 03.01. 06:00",11114.7,10058.7,1056,0,0,0,0,0,0,0,3252,0,-2.200000047683716
,"Mer, 03.01. 07:00",10635.7,9563.3,1072.4,0,0,0,0,0,0,0,3141.9,0,-2
,"Mer, 03.01. 08:00",8775.2,7904.3,870.9,0,0,0,0,0,0,0,2585,0,-1.600000023841858
,"Mer, 03.01. 09:00",7393.3,6732.8,660.5,0,0,0,0,0,0,0,2130.6,0,-0.8999999761581421
,"Mer, 03.01. 10:00",7900.6,7227.5,673.1,0,0,0,0,0,0,0,2218.4,0,0
,"Mer, 03.01. 11:00",6825.4,6244.4,581,0,0,0,0,0,0,0,1844.1,0,1.5
,"Mer, 03.01. 12:00",6548.4,5967.1,581.3,0,0,0,0,0,0,0,1721.4,0,2.599999904632568
,"Mer, 03.01. 13:00",6542.6,5975.4,567.2,0,0,0,0,0,0,0,1693.2,0,3.099999904632568
,"Mer, 03.01. 14:00",6516.2,5965.1,551.1,0,0,0,0,0,0,0,1660.4,0,3.700000047683716
,"Mer, 03.01. 15:00",6355.1,5843.6,511.5,0,0,0,0,0,0,0,1613,0,3.700000047683716
,"Mer, 03.01. 16:00",6757.7,6198.4,559.3,0,0,0,0,0,0,0,1728.8,0,3.400000095367432
,"Mer, 03.01. 17:00",7910.5,7147.6,762.9,0,0,0,0,0,0,0,2091,0,2.400000095367432
,"Mer, 03.01. 18:00",7682.5,6907.5,775,0,0,0,0,0,0,0,2054.4,0,1.899999976158142
,"Mer, 03.01. 19:00",8661.8,7616.8,1045,0,0,0,0,0,0,0,2326.9,0,2
,"Mer, 03.01. 20:00",8975.4,7895,1080.4,0,0,0,0,0,0,0,2483.1,0,0.699999988079071
,"Mer, 03.01. 21:00",7589.1,6682.7,906.4,0,0,0,0,0,0,0,2101.8,0,0.4000000059604645
,"Mer, 03.01. 22:00",5310.9,4726.8,584.1,0,0,0,0,0,0,0,1502.1,0,-0.1000000014901161
,"Mer, 03.01. 23:00",4217.2,3893.1,324.1,0,0,0,0,0,0,0,1180.8,0,-0.1000000014901161
,"Jeu, 04.01. 00:00",4422.7,4191.2,231.5,0,0,0,0,0,0,0,1254.8,0,-1
,"Jeu, 04.01. 01:00",4214.8,4096.2,118.6,0,0,0,0,0,0,0,1186.9,0,-1.100000023841858
,"Jeu, 04.01. 02:00",4649.1,4609.9,39.2,0,0,0,0,0,0,0,1312.6,0,-1.600000023841858
,"Jeu, 04.01. 03:00",4581.3,4542.8,38.5,0,0,0,0,0,0,0,1278.6,0,-1.200000047683716
,"Jeu, 04.01. 04:00",5232.9,5109.8,123.1,0,0,0,0,0,0,0,1498.5,0,-2
,"Jeu, 04.01. 05:00",7341.7,6988.6,353.1,0,0,0,0,0,0,0,2076.6,0,-1.5
,"Jeu, 04.01. 06:00",10032.1,9075,957.1,0,0,0,0,0,0,0,2906.5,0,-1.799999952316284
,"Jeu, 04.01. 07:00",10908.9,9806.4,1102.5,0,0,0,0,0,0,0,3200.1,0,-1.700000047683716
,"Jeu, 04.01. 08:00",8984.5,8104.4,880.1,0,0,0,0,0,0,0,2670.5,0,-2
,"Jeu, 04.01. 09:00",7179.4,6533.1,646.3,0,0,0,0,0,0,0,2046.6,0,-0.5
,"Jeu, 04.01. 10:00",7361.2,6740.3,620.9,0,0,0,0,0,0,0,2076.2,0,-0.2000000029802322
,"Jeu, 04.01. 11:00",6887,6293.8,593.2,0,0,0,0,0,0,0,1838,0,2
,"Jeu, 04.01. 12:00",6620,6026.6,593.4,0,0,0,0,0,0,0,1723.5,0,3
,"Jeu, 04.01. 13:00",6308.3,5752.3,556,0,0,0,0,0,0,0,1607.8,0,3.700000047683716
,"Jeu, 04.01. 14:00",5968.6,5443.5,525.1,0,0,0,0,0,0,0,1472.3,0,4.900000095367432
,"Jeu, 04.01. 15:00",6249.6,5738.1,511.5,0,0,0,0,0,0,0,1559.9,0,4.300000190734863
,"Jeu, 04.01. 16:00",7051,6469.7,581.3,0,0,0,0,0,0,0,1803.6,0,3.400000095367432
,"Jeu, 04.01. 17:00",7280.8,6581.1,699.7,0,0,0,0,0,0,0,1924.2,0,2.400000095367432
,"Jeu, 04.01. 18:00",7799.4,7024.3,775.1,0,0,0,0,0,0,0,2107.4,0,1.5
,"Jeu, 04.01. 19:00",8311.1,7347.3,963.8,0,0,0,0,0,0,0,2309.8,0,0.6000000238418579
,"Jeu, 04.01. 20:00",9076.9,8006.7,1070.2,0,0,0,0,0,0,0,2553.4,0,0
,"Jeu, 04.01. 21:00",8534.9,7547.5,987.4,0,0,0,0,0,0,0,2431.5,0,-0.699999988079071
,"Jeu, 04.01. 22:00",5142,4591.4,550.6,0,0,0,0,0,0,0,1475.2,0,-0.699999988079071
,"Jeu, 04.01. 23:00",4871.1,4513.2,357.9,0,0,0,0,0,0,0,1393.1,0,-1
,"Ven, 05.01. 00:00",4381.1,4142.7,238.4,0,0,0,0,0,0,0,1234.7,0,-0.699999988079071
,"Ven, 05.01. 01:00",4037.7,3914.3,123.4,0,0,0,0,0,0,0,1105.4,0,0
,"Ven, 05.01. 02:00",3629.1,3594.1,35,0,0,0,0,0,0,0,974.7,0,0.300000011920929
,"Ven, 05.01. 03:00",4074.6,4036.7,37.9,0,0,0,0,0,0,0,1099.8,0,0.1000000014901161
,"Ven, 05.01. 04:00",4216.9,4098.5,118.4,0,0,0,0,0,0,0,1121.8,0,0.8999999761581421
,"Ven, 05.01. 05:00",6339.7,5990.2,349.5,0,0,0,0,0,0,0,1708.7,0,0.5
,"Ven, 05.01. 06:00",8664.4,7707.3,957.1,0,0,0,0,0,0,0,2370.9,0,0.800000011920929
,"Ven, 05.01. 07:00",9362.9,8270.4,1092.5,0,0,0,0,0,0,0,2602.1,0,0.800000011920929
,"Ven, 05.01. 08:00",7135,6307.8,827.2,0,0,0,0,0,0,0,1964.3,0,1.399999976158142
,"Ven, 05.01. 09:00",6558.8,5876.3,682.5,0,0,0,0,0,0,0,1774.5,0,1.799999952316284
,"Ven, 05.01. 10:00",6874.7,6188.6,686.1,0,0,0,0,0,0,0,1811.9,0,2.700000047683716
,"Ven, 05.01. 11:00",6218.1,5594.5,623.6,0,0,0,0,0,0,0,1576.4,0,4.099999904632568
,"Ven, 05.01. 12:00",4991.8,4457.9,533.9,0,0,0,0,0,0,0,1216.2,0,5.599999904632568
,"Ven, 05.01. 13:00",5010,4482.1,527.9,0,0,0,0,0,0,0,1199.3,0,6.199999809265137
,"Ven, 05.01. 14:00",5167.3,4637.1,530.2,0,0,0,0,0,0,0,1222,0,6.599999904632568
,"Ven, 05.01. 15:00",5444.9,4948.5,496.4,0,0,0,0,0,0,0,1342,0,4.900000095367432
,"Ven, 05.01. 16:00",6038.6,5495.4,543.2,0,0,0,0,0,0,0,1547.4,0,3.5
,"Ven, 05.01. 17:00",6399.2,5721,678.2,0,0,0,0,0,0,0,1674.5,0,2.900000095367432
,"Ven, 05.01. 18:00",7375.9,6553.1,822.8,0,0,0,0,0,0,0,1946.7,0,2.599999904632568
,"Ven, 05.01. 19:00",8043.2,6967.4,1075.8,0,0,0,0,0,0,0,2126.4,0,2.799999952316284
,"Ven, 05.01. 20:00",7922.7,6823.4,1099.3,0,0,0,0,0,0,0,2074.5,0,3.099999904632568
,"Ven, 05.01. 21:00",7448.7,6410.1,1038.6,0,0,0,0,0,0,0,1935.4,0,3.200000047683716
,"Ven, 05.01. 22:00",3830.1,3313.2,516.9,0,0,0,0,0,0,0,998.7,0,3.400000095367432
,"Ven, 05.01. 23:00",3477,3149.4,327.6,0,0,0,0,0,0,0,901,0,3.099999904632568
,"Sam, 06.01. 00:00",3505.7,3247.4,258.3,0,0,0,0,0,0,0,903.8,0,2.900000095367432
,"Sam, 06.01. 01:00",3416.9,3267.1,149.8,0,0,0,0,0,0,0,867.8,0,3
,"Sam, 06.01. 02:00",3079.2,2998.2,81,0,0,0,0,0,0,0,767.9,0,3.299999952316284
,"Sam, 06.01. 03:00",3193.9,3157.9,36,0,0,0,0,0,0,0,791.7,0,3.099999904632568
,"Sam, 06.01. 04:00",4053.9,3976.2,77.7,0,0,0,0,0,0,0,1016.5,0,2.799999952316284
,"Sam, 06.01. 05:00",5510,5435.2,74.8,0,0,0,0,0,0,0,1335.7,0,3.400000095367432
,"Sam, 06.01. 06:00",7219.2,7123.7,95.5,0,0,0,0,0,0,0,1722.9,0,3.700000047683716
,"Sam, 06.01. 07:00",7058.7,6843.4,215.3,0,0,0,0,0,0,0,1730.5,0,3.700000047683716
,"Sam, 06.01. 08:00",6653.5,6092.4,561.1,0,0,0,0,0,0,0,1706.2,0,3.5
,"Sam, 06.01. 09:00",7264.2,6126.8,1137.4,0,0,0,0,0,0,0,1939.7,0,3.299999952316284
,"Sam, 06.01. 10:00",6977,5767.4,1209.6,0,0,0,0,0,0,0,1868.8,0,3.400000095367432
,"Sam, 06.01. 11:00",6349.9,5103,1246.9,0,0,0,0,0,0,0,1618.7,0,5.699999809265137
,"Sam, 06.01. 12:00",5558.3,4526,1032.3,0,0,0,0,0,0,0,1392.4,0,6.099999904632568
,"Sam, 06.01. 13:00",5245,4382.4,862.6,0,0,0,0,0,0,0,1265.7,0,7
,"Sam, 06.01. 14:00",5441.9,4630.5,811.4,0,0,0,0,0,0,0,1322.7,0,6.5
,"Sam, 06.01. 15:00",5638.6,4941.3,697.3,0,0,0,0,0,0,0,1389.8,0,5.5
,"Sam, 06.01. 16:00",5778,5120.6,657.4,0,0,0,0,0,0,0,1471.9,0,4.099999904632568
,"Sam, 06.01. 17:00",6558.3,5787.8,770.5,0,0,0,0,0,0,0,1684.2,0,3.799999952316284
,"Sam, 06.01. 18:00",7124.8,6309.8,815,0,0,0,0,0,0,0,1893.6,0,2.400000095367432
,"Sam, 06.01. 19:00",7179,6335.9,843.1,0,0,0,0,0,0,0,1880,0,2.799999952316284
,"Sam, 06.01. 20:00",7865.9,7006.4,859.5,0,0,0,0,0,0,0,2098.7,0,1.799999952316284
,"Sam, 06.01. 21:00",7396.2,6728.5,667.7,0,0,0,0,0,0,0,1988.1,0,1
,"Sam, 06.01. 22:00",4547.2,4048,499.2,0,0,0,0,0,0,0,1269.9,0,0.300000011920929
,"Sam, 06.01. 23:00",4516.6,4145.2,371.4,0,0,0,0,0,0,0,1262.2,0,0
,"Dim, 07.01. 00:00",3955.9,3723.1,232.8,0,0,0,0,0,0,0,1119.7,0,-0.800000011920929
,"Dim, 07.01. 01:00",4021.1,3874.8,146.3,0,0,0,0,0,0,0,1099.6,0,0.2000000029802322
,"Dim, 07.01. 02:00",3771.5,3689,82.5,0,0,0,0,0,0,0,1012.4,0,0.6000000238418579
,"Dim, 07.01. 03:00",3769.4,3732.3,37.1,0,0,0,0,0,0,0,988.5,0,1.200000047683716
,"Dim, 07.01. 04:00",4347.5,4261.4,86.1,0,0,0,0,0,0,0,1146.6,0,1.100000023841858
,"Dim, 07.01. 05:00",5879.6,5798.1,81.5,0,0,0,0,0,0,0,1522.9,0,1.200000047683716
,"Dim, 07.01. 06:00",8480.1,8368.6,111.5,0,0,0,0,0,0,0,2181.3,0,1.200000047683716
,"Dim, 07.01. 07:00",8302.5,8065.7,236.8,0,0,0,0,0,0,0,2166.4,0,1.5
,"Dim, 07.01. 08:00",8241.5,7604.1,637.4,0,0,0,0,0,0,0,2213.8,0,1.700000047683716
,"Dim, 07.01. 09:00",7394.1,6319.6,1074.5,0,0,0,0,0,0,0,2033.3,0,2
,"Dim, 07.01. 10:00",7186.5,6025.7,1160.8,0,0,0,0,0,0,0,1957.5,0,2.599999904632568
,"Dim, 07.01. 11:00",7229.6,5976.9,1252.7,0,0,0,0,0,0,0,1938.3,0,3.400000095367432
,"Dim, 07.01. 12:00",6737.7,5620.3,1117.4,0,0,0,0,0,0,0,1772.7,0,4
,"Dim, 07.01. 13:00",6578.9,5640.4,938.5,0,0,0,0,0,0,0,1681.7,0,4.599999904632568
,"Dim, 07.01. 14:00",5363.8,4669.7,694.1,0,0,0,0,0,0,0,1366.9,0,4.5
,"Dim, 07.01. 15:00",6522.4,5803.4,719,0,0,0,0,0,0,0,1671,0,3.900000095367432
,"Dim, 07.01. 16:00",6626.7,5958.6,668.1,0,0,0,0,0,0,0,1734.9,0,2.900000095367432
,"Dim, 07.01. 17:00",7427.4,6674.9,752.5,0,0,0,0,0,0,0,2008.5,0,1.600000023841858
,"Dim, 07.01. 18:00",8181.6,7343.9,837.7,0,0,0,0,0,0,0,2266.6,0,0.6000000238418579
,"Dim, 07.01. 19:00",8844.1,7934.7,909.4,0,0,0,0,0,0,0,2488.1,0,-0.1000000014901161
,"Dim, 07.01. 20:00",8487.2,7661.2,826,0,0,0,0,0,0,0,2381.2,0,-0.300000011920929
,"Dim, 07.01. 21:00",7761.9,7093.3,668.6,0,0,0,0,0,0,0,2155.2,0,-0.300000011920929
,"Dim, 07.01. 22:00",4606.9,4115,491.9,0,0,0,0,0,0,0,1291.6,0,0.2000000029802322
,"Dim, 07.01. 23:00",4416.8,4080.2,336.6,0,0,0,0,0,0,0,1247,0,-0.5
,"Lun, 08.01. 00:00",4646.4,4410.2,236.2,0,0,0,0,0,0,0,1334,0,-1.600000023841858
,"Lun, 08.01. 01:00",4453.2,4330.8,122.4,0,0,0,0,0,0,0,1266,0,-1.600000023841858
,"Lun, 08.01. 02:00",4093.1,4058.5,34.6,0,0,0,0,0,0,0,1155.7,0,-1.700000047683716
,"Lun, 08.01. 03:00",4118.2,4084.7,33.5,0,0,0,0,0,0,0,1169.4,0,-2
,"Lun, 08.01. 04:00",5219,5099.2,119.8,0,0,0,0,0,0,0,1513.6,0,-2.599999904632568
,"Lun, 08.01. 05:00",7923.4,7556.1,367.3,0,0,0,0,0,0,0,2296.3,0,-2.5
,"Lun, 08.01. 06:00",9912.7,8984.3,928.4,0,0,0,0,0,0,0,2901.2,0,-2.200000047683716
,"Lun, 08.01. 07:00",10453.8,9419.7,1034.1,0,0,0,0,0,0,0,3106.8,0,-2.200000047683716
,"Lun, 08.01. 08:00",8688.9,7832.1,856.8,0,0,0,0,0,0,0,2547.3,0,-1.200000047683716
,"Lun, 08.01. 09:00",8744.1,7991.5,752.6,0,0,0,0,0,0,0,2581,0,-1.700000047683716
,"Lun, 08.01. 10:00",8089.9,7437.3,652.6,0,0,0,0,0,0,0,2364.1,0,-1.399999976158142
,"Lun, 08.01. 11:00",7396,6773.2,622.8,0,0,0,0,0,0,0,2004.8,0,1.600000023841858
,"Lun, 08.01. 12:00",6349.2,5762.8,586.4,0,0,0,0,0,0,0,1610.2,0,4.199999809265137
,"Lun, 08.01. 13:00",5745.8,5213.3,532.5,0,0,0,0,0,0,0,1407.9,0,5.400000095367432
,"Lun, 08.01. 14:00",6122.6,5567.4,555.2,0,0,0,0,0,0,0,1474.1,0,6
,"Lun, 08.01. 15:00",6242.3,5732.8,509.5,0,0,0,0,0,0,0,1555.7,0,4.5
,"Lun, 08.01. 16:00",7089.4,6522.1,567.3,0,0,0,0,0,0,0,1847.9,0,2.799999952316284
,"Lun, 08.01. 17:00",7681.3,6966.9,714.4,0,0,0,0,0,0,0,2071,0,1.700000047683716
,"Lun, 08.01. 18:00",8278.6,7463.4,815.2,0,0,0,0,0,0,0,2234.7,0,1.600000023841858
,"Lun, 08.01. 19:00",8927.3,7912.4,1014.9,0,0,0,0,0,0,0,2507.6,0,0.2000000029802322
,"Lun, 08.01. 20:00",9400.8,8301.5,1099.3,0,0,0,0,0,0,0,2637.4,0,0.1000000014901161
,"Lun, 08.01. 21:00",8934.9,7926.9,1008,0,0,0,0,0,0,0,2584.6,0,-1.399999976158142
,"Lun, 08.01. 22:00",5374.1,4829.1,545,0,0,0,0,0,0,0,1583.6,0,-2
,"Lun, 08.01. 23:00",4551.7,4220.8,330.9,0,0,0,0,0,0,0,1305.7,0,-1.200000047683716
,"Mar, 09.01. 00:00",4295.3,4072.8,222.5,0,0,0,0,0,0,0,1222,0,-1.200000047683716
,"Mar, 09.01. 01:00",4128.3,4014.3,114,0,0,0,0,0,0,0,1171,0,-1.5
,"Mar, 09.01. 02:00",4695,4656.1,38.9,0,0,0,0,0,0,0,1335.5,0,-2
,"Mar, 09.01. 03:00",4917.8,4879.9,37.9,0,0,0,0,0,0,0,1435.4,0,-3.099999904632568
,"Mar, 09.01. 04:00",5288.9,5166.7,122.2,0,0,0,0,0,0,0,1526.8,0,-2.400000095367432
,"Mar, 09.01. 05:00",6964,6642.1,321.9,0,0,0,0,0,0,0,2018.1,0,-2.5
,"Mar, 09.01. 06:00",11041.6,10033.7,1007.9,0,0,0,0,0,0,0,3317,0,-3.299999952316284
,"Mar, 09.01. 07:00",11052,9987.6,1064.4,0,0,0,0,0,0,0,3368.6,0,-3.299999952316284
,"Mar, 09.01. 08:00",9359.3,8475.7,883.6,0,0,0,0,0,0,0,2850.3,0,-2.900000095367432
,"Mar, 09.01. 09:00",8858.4,8098.4,760,0,0,0,0,0,0,0,2614.6,0,-1.700000047683716
,"Mar, 09.01. 10:00",8043,7383.9,659.1,0,0,0,0,0,0,0,2314.4,0,-0.699999988079071
,"Mar, 09.01. 11:00",7332.7,6709.9,622.8,0,0,0,0,0,0,0,1969.1,0,2
,"Mar, 09.01. 12:00",6392.1,5811.7,580.4,0,0,0,0,0,0,0,1639.1,0,3.799999952316284
,"Mar, 09.01. 13:00",6157.9,5591.5,566.4,0,0,0,0,0,0,0,1511.4,0,5.300000190734863
,"Mar, 09.01. 14:00",6169.3,5614.1,555.2,0,0,0,0,0,0,0,1487.8,0,5.900000095367432
,"Mar, 09.01. 15:00",5887.4,5393.4,494,0,0,0,0,0,0,0,1433.5,0,5.400000095367432
,"Mar, 09.01. 16:00",6598.3,6058.5,539.8,0,0,0,0,0,0,0,1683.7,0,3.599999904632568
,"Mar, 09.01. 17:00",7188.7,6517,671.7,0,0,0,0,0,0,0,1922.9,0,2
,"Mar, 09.01. 18:00",8308.7,7493.5,815.2,0,0,0,0,0,0,0,2242.4,0,1.600000023841858
,"Mar, 09.01. 19:00",9205,8169.7,1035.3,0,0,0,0,0,0,0,2603.2,0,-0.1000000014901161
,"Mar, 09.01. 20:00",9177.2,8128.1,1049.1,0,0,0,0,0,0,0,2630,0,-0.800000011920929
,"Mar, 09.01. 21:00",8702.8,7704.8,998,0,0,0,0,0,0,0,2466.9,0,-0.6000000238418579
,"Mar, 09.01. 22:00",5882.5,5269.8,612.7,0,0,0,0,0,0,0,1705.7,0,-1.299999952316284
,"Mar, 09.01. 23:00",4876.4,4531.8,344.6,0,0,0,0,0,0,0,1417.7,0,-1.799999952316284
,"Mer, 10.01. 00:00",4412.1,4185.2,226.9,0,0,0,0,0,0,0,1263.9,0,-1.5
,"Mer, 10.01. 01:00",4368.3,4252.1,116.2,0,0,0,0,0,0,0,1266.3,0,-2.400000095367432
,"Mer, 10.01. 02:00",4235.5,4199.4,36.1,0,0,0,0,0,0,0,1195.8,0,-1.700000047683716
,"Mer, 10.01. 03:00",4759.3,4719.7,39.6,0,0,0,0,0,0,0,1337.5,0,-1.600000023841858
,"Mer, 10.01. 04:00",5061.7,4939.5,122.2,0,0,0,0,0,0,0,1436.7,0,-1.700000047683716
,"Mer, 10.01. 05:00",6724.9,6392.8,332.1,0,0,0,0,0,0,0,1885.8,0,-1.100000023841858
,"Mer, 10.01. 06:00",10085,9087,998,0,0,0,0,0,0,0,2867.8,0,-0.8999999761581421
,"Mer, 10.01. 07:00",9755.2,8731.3,1023.9,0,0,0,0,0,0,0,2806.9,0,-0.699999988079071
,"Mer, 10.01. 08:00",8587.4,7712.9,874.5,0,0,0,0,0,0,0,2503.3,0,-0.8999999761581421
,"Mer, 10.01. 09:00",7819.6,7096.4,723.2,0,0,0,0,0,0,0,2216.6,0,0.1000000014901161
,"Mer, 10.01. 10:00",7410.2,6751.1,659.1,0,0,0,0,0,0,0,2038.3,0,1.200000047683716
,"Mer, 10.01. 11:00",6866.5,6268.1,598.4,0,0,0,0,0,0,0,1848.3,0,1.899999976158142
,"Mer, 10.01. 12:00",6947,6324.6,622.4,0,0,0,0,0,0,0,1840.1,0,2.5
,"Mer, 10.01. 13:00",6208.5,5670.4,538.1,0,0,0,0,0,0,0,1634,0,2.700000047683716
,"Mer, 10.01. 14:00",6767.4,6201.5,565.9,0,0,0,0,0,0,0,1766.2,0,3
,"Mer, 10.01. 15:00",5857.1,5393.8,463.3,0,0,0,0,0,0,0,1527.6,0,2.799999952316284
,"Mer, 10.01. 16:00",6639.5,6093.9,545.6,0,0,0,0,0,0,0,1732.1,0,2.799999952316284
,"Mer, 10.01. 17:00",7311.6,6597.2,714.4,0,0,0,0,0,0,0,1930.6,0,2.5
,"Mer, 10.01. 18:00",8338.2,7483.5,854.7,0,0,0,0,0,0,0,2227.6,0,2.099999904632568
,"Mer, 10.01. 19:00",8437.1,7412,1025.1,0,0,0,0,0,0,0,2278.7,0,1.799999952316284
,"Mer, 10.01. 20:00",8563.6,7472.2,1091.4,0,0,0,0,0,0,0,2273.5,0,2.400000095367432
,"Mer, 10.01. 21:00",8326.9,7267.8,1059.1,0,0,0,0,0,0,0,2201.9,0,2.299999952316284
,"Mer, 10.01. 22:00",4606.6,4044.8,561.8,0,0,0,0,0,0,0,1238.7,0,2
