Unnamed: 0,Mois,Demande totale de chaleur (MWh),Chauffage des locaux (MWh),Eau chaude sanitaire (MWh),Chaleur (centre énergétique) (MWh),Demande totale de froid (MWh),Refroidissement des locaux (MWh),Refroidissement de procédé (MWh),Refroidissement (centre énergétique) (MWh),Charges électriques (MWh),E-mobilité (MWh),Puissance de fonctionnement (MWh),Travail de pompe (MWh),Température de l'air (°C)
,"Mer, 28.11. 06:00",6497.7,5482.5,1015.2,0,0,0,0,0,0,0,1524.7,0,7.099999904632568
,"Mer, 28.11. 07:00",5634.6,4722.3,912.3,0,0,0,0,0,0,0,1368.2,0,6.599999904632568
,"Mer, 28.11. 08:00",5865.2,4948.9,916.3,0,0,0,0,0,0,0,1456.8,0,6.099999904632568
,"Mer, 28.11. 09:00",5190.6,4475.8,714.8,0,0,0,0,0,0,0,1287.2,0,5.800000190734863
,"Mer, 28.11. 10:00",5003.4,4364.6,638.8,0,0,0,0,0,0,0,1239.6,0,5.599999904632568
,"Mer, 28.11. 11:00",5050.5,4429.1,621.4,0,0,0,0,0,0,0,1244.5,0,5.699999809265137
,"Mer, 28.11. 12:00",4424.6,3874.2,550.4,0,0,0,0,0,0,0,1085.8,0,5.800000190734863
,"Mer, 28.11. 13:00",4681.7,4110.9,570.8,0,0,0,0,0,0,0,1134.4,0,6.199999809265137
,"Mer, 28.11. 14:00",4437.1,3929.9,507.2,0,0,0,0,0,0,0,1082.9,0,5.800000190734863
,"Mer, 28.11. 15:00",4397,3923.8,473.2,0,0,0,0,0,0,0,1077.5,0,5.5
,"Mer, 28.11. 16:00",5297.7,4704.9,592.8,0,0,0,0,0,0,0,1299.8,0,5.5
,"Mer, 28.11. 17:00",5434.5,4721.8,712.7,0,0,0,0,0,0,0,1361.4,0,5
,"Mer, 28.11. 18:00",5599.3,4825,774.3,0,0,0,0,0,0,0,1411.9,0,4.800000190734863
,"Mer, 28.11. 19:00",5976.6,4993.8,982.8,0,0,0,0,0,0,0,1521.5,0,4.800000190734863
,"Mer, 28.11. 20:00",6401.6,5323.7,1077.9,0,0,0,0,0,0,0,1634.3,0,4.599999904632568
,"Mer, 28.11. 21:00",6312,5255.9,1056.1,0,0,0,0,0,0,0,1606.5,0,4.5
,"Mer, 28.11. 22:00",3613.3,3058.1,555.2,0,0,0,0,0,0,0,919.6,0,4.599999904632568
,"Mer, 28.11. 23:00",3163.4,2826.6,336.8,0,0,0,0,0,0,0,794.3,0,4.400000095367432
,"Jeu, 29.11. 00:00",2688.9,2486.8,202.1,0,0,0,0,0,0,0,662.6,0,4.5
,"Jeu, 29.11. 01:00",2849.8,2733.6,116.2,0,0,0,0,0,0,0,692.8,0,4.400000095367432
,"Jeu, 29.11. 02:00",2786.5,2750.8,35.7,0,0,0,0,0,0,0,663.4,0,4.5
,"Jeu, 29.11. 03:00",2776.3,2741.8,34.5,0,0,0,0,0,0,0,659.4,0,4.5
,"Jeu, 29.11. 04:00",3218.4,3104.6,113.8,0,0,0,0,0,0,0,774.1,0,4.5
,"Jeu, 29.11. 05:00",5580,5203.3,376.7,0,0,0,0,0,0,0,1351.1,0,4.5
,"Jeu, 29.11. 06:00",8097,7052,1045,0,0,0,0,0,0,0,2031.3,0,4.300000190734863
,"Jeu, 29.11. 07:00",7258,6275,983,0,0,0,0,0,0,0,1866.5,0,4.099999904632568
,"Jeu, 29.11. 08:00",6278.2,5447.8,830.4,0,0,0,0,0,0,0,1635.2,0,4
,"Jeu, 29.11. 09:00",6142.6,5420,722.6,0,0,0,0,0,0,0,1588.7,0,4
,"Jeu, 29.11. 10:00",6087.7,5416.8,670.9,0,0,0,0,0,0,0,1562.3,0,4.099999904632568
,"Jeu, 29.11. 11:00",5576.9,4984.9,592,0,0,0,0,0,0,0,1422,0,4.199999809265137
,"Jeu, 29.11. 12:00",5656.4,5047,609.4,0,0,0,0,0,0,0,1434.8,0,4.400000095367432
,"Jeu, 29.11. 13:00",5110.5,4572.4,538.1,0,0,0,0,0,0,0,1278.5,0,4.800000190734863
,"Jeu, 29.11. 14:00",5004.9,4517.9,487,0,0,0,0,0,0,0,1276.7,0,4
,"Jeu, 29.11. 15:00",5254.8,4761.1,493.7,0,0,0,0,0,0,0,1323.3,0,4.300000190734863
,"Jeu, 29.11. 16:00",5342.9,4824.7,518.2,0,0,0,0,0,0,0,1354,0,4.099999904632568
,"Jeu, 29.11. 17:00",5775.7,5104,671.7,0,0,0,0,0,0,0,1473.5,0,4.099999904632568
,"Jeu, 29.11. 18:00",6147.6,5388.1,759.5,0,0,0,0,0,0,0,1569.4,0,4.099999904632568
,"Jeu, 29.11. 19:00",6957.4,5933.6,1023.8,0,0,0,0,0,0,0,1789.9,0,4.099999904632568
,"Jeu, 29.11. 20:00",6924.6,5876.8,1047.8,0,0,0,0,0,0,0,1781.2,0,4
,"Jeu, 29.11. 21:00",6575.4,5577.9,997.5,0,0,0,0,0,0,0,1677.4,0,4.099999904632568
,"Jeu, 29.11. 22:00",3730,3201.4,528.6,0,0,0,0,0,0,0,961.6,0,3.900000095367432
,"Jeu, 29.11. 23:00",3140.6,2826.3,314.3,0,0,0,0,0,0,0,797,0,3.900000095367432
,"Ven, 30.11. 00:00",3038.3,2820.4,217.9,0,0,0,0,0,0,0,760.7,0,3.900000095367432
,"Ven, 30.11. 01:00",3022.2,2904.6,117.6,0,0,0,0,0,0,0,747.4,0,3.799999952316284
,"Ven, 30.11. 02:00",3026.5,2989.4,37.1,0,0,0,0,0,0,0,732.3,0,4
,"Ven, 30.11. 03:00",2953.1,2917.1,36,0,0,0,0,0,0,0,705.8,0,4.300000190734863
,"Ven, 30.11. 04:00",3418.2,3302.1,116.1,0,0,0,0,0,0,0,834.9,0,4
,"Ven, 30.11. 05:00",5241,4901.7,339.3,0,0,0,0,0,0,0,1295.6,0,3.799999952316284
,"Ven, 30.11. 06:00",7259.7,6349.3,910.4,0,0,0,0,0,0,0,1845.7,0,3.799999952316284
,"Ven, 30.11. 07:00",7164.2,6210.3,953.9,0,0,0,0,0,0,0,1846.1,0,4
,"Ven, 30.11. 08:00",6610.1,5744.1,866,0,0,0,0,0,0,0,1715.8,0,4.099999904632568
,"Ven, 30.11. 09:00",6028.7,5305.3,723.4,0,0,0,0,0,0,0,1522.6,0,4.900000095367432
,"Ven, 30.11. 10:00",5783.4,5124.5,658.9,0,0,0,0,0,0,0,1438.5,0,5.300000190734863
,"Ven, 30.11. 11:00",5627.8,4999.3,628.5,0,0,0,0,0,0,0,1375.3,0,5.800000190734863
,"Ven, 30.11. 12:00",5257.1,4664.5,592.6,0,0,0,0,0,0,0,1284.3,0,5.800000190734863
,"Ven, 30.11. 13:00",4978.2,4445.3,532.9,0,0,0,0,0,0,0,1222.8,0,5.5
,"Ven, 30.11. 14:00",4997.5,4494.4,503.1,0,0,0,0,0,0,0,1237.7,0,5.099999904632568
,"Ven, 30.11. 15:00",5528.9,5008.9,520,0,0,0,0,0,0,0,1381.6,0,4.599999904632568
,"Ven, 30.11. 16:00",5752,5201.4,550.6,0,0,0,0,0,0,0,1456.9,0,4.099999904632568
,"Ven, 30.11. 17:00",5817.1,5165.2,651.9,0,0,0,0,0,0,0,1509.3,0,3.400000095367432
,"Ven, 30.11. 18:00",7065.7,6243.4,822.3,0,0,0,0,0,0,0,1868.7,0,2.700000047683716
,"Ven, 30.11. 19:00",7053.8,6078.9,974.9,0,0,0,0,0,0,0,1885.6,0,2.5
,"Ven, 30.11. 20:00",7344.4,6305.5,1038.9,0,0,0,0,0,0,0,1973.7,0,2.200000047683716
,"Ven, 30.11. 21:00",7149.5,6141.4,1008.1,0,0,0,0,0,0,0,1911.7,0,2.200000047683716
,"Ven, 30.11. 22:00",4068.4,3545,523.4,0,0,0,0,0,0,0,1091.5,0,2.200000047683716
,"Ven, 30.11. 23:00",3891.2,3540.2,351,0,0,0,0,0,0,0,1027.4,0,2.299999952316284
,"Sam, 01.12. 00:00",3365.1,3123.7,241.4,0,0,0,0,0,0,0,872.2,0,2.700000047683716
,"Sam, 01.12. 01:00",3327.3,3187.4,139.9,0,0,0,0,0,0,0,853,0,2.599999904632568
,"Sam, 01.12. 02:00",3430.5,3344.9,85.6,0,0,0,0,0,0,0,869.7,0,2.700000047683716
,"Sam, 01.12. 03:00",3507.1,3469.1,38,0,0,0,0,0,0,0,880.5,0,2.700000047683716
,"Sam, 01.12. 04:00",3771.1,3699.9,71.2,0,0,0,0,0,0,0,945.5,0,2.799999952316284
,"Sam, 01.12. 05:00",5507.5,5434.8,72.7,0,0,0,0,0,0,0,1352.8,0,3
,"Sam, 01.12. 06:00",7330.6,7236.8,93.8,0,0,0,0,0,0,0,1792.1,0,2.900000095367432
,"Sam, 01.12. 07:00",7374.7,7155.1,219.6,0,0,0,0,0,0,0,1829.6,0,3.299999952316284
,"Sam, 01.12. 08:00",6640.6,6089.8,550.8,0,0,0,0,0,0,0,1711,0,3.299999952316284
,"Sam, 01.12. 09:00",6457.8,5428,1029.8,0,0,0,0,0,0,0,1684.2,0,4.199999809265137
,"Sam, 01.12. 10:00",6021.6,4930.4,1091.2,0,0,0,0,0,0,0,1547.1,0,5.099999904632568
,"Sam, 01.12. 11:00",6390.8,5143.1,1247.7,0,0,0,0,0,0,0,1621.5,0,5.800000190734863
,"Sam, 01.12. 12:00",5835.1,4757.4,1077.7,0,0,0,0,0,0,0,1457.6,0,6.199999809265137
,"Sam, 01.12. 13:00",5597.3,4707.3,890,0,0,0,0,0,0,0,1369.2,0,6.400000095367432
,"Sam, 01.12. 14:00",5524.6,4728.6,796,0,0,0,0,0,0,0,1362,0,5.900000095367432
,"Sam, 01.12. 15:00",5813.5,5115.6,697.9,0,0,0,0,0,0,0,1449.9,0,5
,"Sam, 01.12. 16:00",6040.6,5348.3,692.3,0,0,0,0,0,0,0,1518.1,0,4.599999904632568
,"Sam, 01.12. 17:00",6804.3,5988.4,815.9,0,0,0,0,0,0,0,1704.3,0,4.699999809265137
,"Sam, 01.12. 18:00",6717.8,5901.8,816,0,0,0,0,0,0,0,1684.2,0,4.599999904632568
,"Sam, 01.12. 19:00",7256.3,6394.7,861.6,0,0,0,0,0,0,0,1867.5,0,3.5
,"Sam, 01.12. 20:00",8474.3,7573.6,900.7,0,0,0,0,0,0,0,2297.5,0,1.200000047683716
,"Sam, 01.12. 21:00",7127.8,6485.3,642.5,0,0,0,0,0,0,0,1903,0,1.299999952316284
,"Sam, 01.12. 22:00",4354.3,3869.8,484.5,0,0,0,0,0,0,0,1198.4,0,0.8999999761581421
,"Sam, 01.12. 23:00",4126.6,3772.4,354.2,0,0,0,0,0,0,0,1122.5,0,1.100000023841858
,"Dim, 02.12. 00:00",3670.9,3425.1,245.8,0,0,0,0,0,0,0,973.8,0,1.799999952316284
,"Dim, 02.12. 01:00",3428.6,3293.6,135,0,0,0,0,0,0,0,898.4,0,1.799999952316284
,"Dim, 02.12. 02:00",3704.4,3616,88.4,0,0,0,0,0,0,0,950.6,0,2.299999952316284
,"Dim, 02.12. 03:00",3842.4,3804.1,38.3,0,0,0,0,0,0,0,995.9,0,1.600000023841858
,"Dim, 02.12. 04:00",4071.5,3989.7,81.8,0,0,0,0,0,0,0,1059.3,0,1.600000023841858
,"Dim, 02.12. 05:00",6180.8,6098.1,82.7,0,0,0,0,0,0,0,1646.4,0,0.2000000029802322
,"Dim, 02.12. 06:00",7838.6,7735.6,103,0,0,0,0,0,0,0,2021.1,0,1.100000023841858
,"Dim, 02.12. 07:00",8373,8138.2,234.8,0,0,0,0,0,0,0,2228.5,0,0.800000011920929
,"Dim, 02.12. 08:00",6642.4,6141.6,500.8,0,0,0,0,0,0,0,1825,0,0.800000011920929
,"Dim, 02.12. 09:00",7550.4,6484.5,1065.9,0,0,0,0,0,0,0,2123.1,0,1
,"Dim, 02.12. 10:00",6802,5720.4,1081.6,0,0,0,0,0,0,0,1875.7,0,2.099999904632568
,"Dim, 02.12. 11:00",6843.9,5661.4,1182.5,0,0,0,0,0,0,0,1841.4,0,3.299999952316284
,"Dim, 02.12. 12:00",6312.8,5258.2,1054.6,0,0,0,0,0,0,0,1652.3,0,4.199999809265137
,"Dim, 02.12. 13:00",6086.4,5208.2,878.2,0,0,0,0,0,0,0,1543.7,0,4.900000095367432
,"Dim, 02.12. 14:00",5168.1,4478.9,689.2,0,0,0,0,0,0,0,1290.8,0,5.300000190734863
,"Dim, 02.12. 15:00",5902.7,5230.2,672.5,0,0,0,0,0,0,0,1477.6,0,4.800000190734863
,"Dim, 02.12. 16:00",6314.5,5671.2,643.3,0,0,0,0,0,0,0,1641,0,3.200000047683716
,"Dim, 02.12. 17:00",6957.1,6225.8,731.3,0,0,0,0,0,0,0,1824,0,2.799999952316284
,"Dim, 02.12. 18:00",8004.4,7189.5,814.9,0,0,0,0,0,0,0,2226.3,0,0.4000000059604645
,"Dim, 02.12. 19:00",7475.1,6682.8,792.3,0,0,0,0,0,0,0,2045.4,0,1
,"Dim, 02.12. 20:00",8408.8,7581.4,827.4,0,0,0,0,0,0,0,2339.8,0,0.1000000014901161
,"Dim, 02.12. 21:00",8124.1,7406.7,717.4,0,0,0,0,0,0,0,2207.4,0,0.6000000238418579
,"Dim, 02.12. 22:00",4886.5,4357.1,529.4,0,0,0,0,0,0,0,1352.8,0,0.699999988079071
,"Dim, 02.12. 23:00",3979.2,3655.1,324.1,0,0,0,0,0,0,0,1084.1,0,1
,"Lun, 03.12. 00:00",3920.9,3699.9,221,0,0,0,0,0,0,0,1079.1,0,0.2000000029802322
,"Lun, 03.12. 01:00",3933.1,3811.6,121.5,0,0,0,0,0,0,0,1062.9,0,0.4000000059604645
,"Lun, 03.12. 02:00",3788.5,3753.1,35.4,0,0,0,0,0,0,0,1023.9,0,0
,"Lun, 03.12. 03:00",3981,3945.2,35.8,0,0,0,0,0,0,0,1081.7,0,-0.300000011920929
,"Lun, 03.12. 04:00",4976.2,4852.6,123.6,0,0,0,0,0,0,0,1402.4,0,-1.399999976158142
,"Lun, 03.12. 05:00",6488.5,6154.8,333.7,0,0,0,0,0,0,0,1826.2,0,-1.200000047683716
,"Lun, 03.12. 06:00",9390.5,8399.8,990.7,0,0,0,0,0,0,0,2656.2,0,-0.6000000238418579
,"Lun, 03.12. 07:00",8830.6,7834.2,996.4,0,0,0,0,0,0,0,2503.1,0,0
,"Lun, 03.12. 08:00",8096.5,7193.3,903.2,0,0,0,0,0,0,0,2282,0,0.6000000238418579
,"Lun, 03.12. 09:00",6720.8,6045.5,675.3,0,0,0,0,0,0,0,1858.1,0,1.200000047683716
,"Lun, 03.12. 10:00",6638.3,5978.1,660.2,0,0,0,0,0,0,0,1742.5,0,3.099999904632568
,"Lun, 03.12. 11:00",5690.2,5101.8,588.4,0,0,0,0,0,0,0,1406.2,0,5.300000190734863
,"Lun, 03.12. 12:00",5430.1,4865.3,564.8,0,0,0,0,0,0,0,1345.9,0,5.199999809265137
,"Lun, 03.12. 13:00",5207.3,4667.2,540.1,0,0,0,0,0,0,0,1255,0,6.099999904632568
,"Lun, 03.12. 14:00",5297.3,4766.9,530.4,0,0,0,0,0,0,0,1269.4,0,6.300000190734863
,"Lun, 03.12. 15:00",5336.3,4830.4,505.9,0,0,0,0,0,0,0,1275.3,0,6.199999809265137
,"Lun, 03.12. 16:00",5660,5129.3,530.7,0,0,0,0,0,0,0,1397,0,5
,"Lun, 03.12. 17:00",6332.3,5637,695.3,0,0,0,0,0,0,0,1597.8,0,4.400000095367432
,"Lun, 03.12. 18:00",6863.2,6077.4,785.8,0,0,0,0,0,0,0,1753.7,0,3.900000095367432
,"Lun, 03.12. 19:00",7097.5,6129.3,968.2,0,0,0,0,0,0,0,1825.4,0,3.900000095367432
,"Lun, 03.12. 20:00",7817.4,6723.5,1093.9,0,0,0,0,0,0,0,2014.7,0,3.700000047683716
,"Lun, 03.12. 21:00",7131.1,6129.9,1001.2,0,0,0,0,0,0,0,1823.4,0,3.799999952316284
,"Lun, 03.12. 22:00",3971.4,3435.5,535.9,0,0,0,0,0,0,0,1027.6,0,3.599999904632568
,"Lun, 03.12. 23:00",3841.6,3486.4,355.2,0,0,0,0,0,0,0,997.2,0,3
,"Mar, 04.12. 00:00",3173.3,2965.7,207.6,0,0,0,0,0,0,0,820.2,0,2.700000047683716
,"Mar, 04.12. 01:00",3247.1,3131.6,115.5,0,0,0,0,0,0,0,827.4,0,2.700000047683716
,"Mar, 04.12. 02:00",3365,3328,37,0,0,0,0,0,0,0,847.3,0,2.599999904632568
,"Mar, 04.12. 03:00",3452,3415.9,36.1,0,0,0,0,0,0,0,874.7,0,2.299999952316284
,"Mar, 04.12. 04:00",4066.9,3945.5,121.4,0,0,0,0,0,0,0,1042.9,0,2.200000047683716
,"Mar, 04.12. 05:00",6340.6,5968.7,371.9,0,0,0,0,0,0,0,1626.6,0,2.400000095367432
,"Mar, 04.12. 06:00",8241,7288.1,952.9,0,0,0,0,0,0,0,2140.3,0,2.799999952316284
,"Mar, 04.12. 07:00",8145.5,7148,997.5,0,0,0,0,0,0,0,2150.4,0,2.900000095367432
,"Mar, 04.12. 08:00",7290.5,6412.4,878.1,0,0,0,0,0,0,0,1941.7,0,3
,"Mar, 04.12. 09:00",6718.2,5992.1,726.1,0,0,0,0,0,0,0,1764.8,0,3.299999952316284
,"Mar, 04.12. 10:00",6375.1,5713.7,661.4,0,0,0,0,0,0,0,1632.7,0,4.099999904632568
,"Mar, 04.12. 11:00",5813.6,5212.7,600.9,0,0,0,0,0,0,0,1444.6,0,5.099999904632568
,"Mar, 04.12. 12:00",5521.9,4938.8,583.1,0,0,0,0,0,0,0,1362,0,5.400000095367432
,"Mar, 04.12. 13:00",4922.9,4393.4,529.5,0,0,0,0,0,0,0,1164.7,0,6.800000190734863
,"Mar, 04.12. 14:00",5139.1,4618.4,520.7,0,0,0,0,0,0,0,1227.2,0,6.400000095367432
,"Mar, 04.12. 15:00",5712.7,5175.9,536.8,0,0,0,0,0,0,0,1379,0,5.800000190734863
,"Mar, 04.12. 16:00",5848.5,5306.6,541.9,0,0,0,0,0,0,0,1462.5,0,4.5
,"Mar, 04.12. 17:00",6948.3,6210.8,737.5,0,0,0,0,0,0,0,1808.9,0,3.200000047683716
,"Mar, 04.12. 18:00",6995,6239.4,755.6,0,0,0,0,0,0,0,1885.4,0,1.799999952316284
,"Mar, 04.12. 19:00",8343.3,7314.4,1028.9,0,0,0,0,0,0,0,2360.6,0,0.1000000014901161
,"Mar, 04.12. 20:00",8315.1,7272.5,1042.6,0,0,0,0,0,0,0,2376,0,-0.5
,"Mar, 04.12. 21:00",7626.4,6684.1,942.3,0,0,0,0,0,0,0,2193,0,-0.8999999761581421
,"Mar, 04.12. 22:00",5339.7,4758.9,580.8,0,0,0,0,0,0,0,1542.3,0,-1
,"Mar, 04.12. 23:00",4490.3,4168,322.3,0,0,0,0,0,0,0,1305.8,0,-1.799999952316284
,"Mer, 05.12. 00:00",4473,4251.6,221.4,0,0,0,0,0,0,0,1292.8,0,-1.899999976158142
,"Mer, 05.12. 01:00",4139.5,4022.6,116.9,0,0,0,0,0,0,0,1154.9,0,-0.800000011920929
,"Mer, 05.12. 02:00",4369.1,4332,37.1,0,0,0,0,0,0,0,1224.5,0,-1.399999976158142
,"Mer, 05.12. 03:00",4723.8,4685.5,38.3,0,0,0,0,0,0,0,1331.3,0,-1.700000047683716
,"Mer, 05.12. 04:00",4500.1,4389,111.1,0,0,0,0,0,0,0,1247,0,-0.699999988079071
,"Mer, 05.12. 05:00",7812.7,7444.2,368.5,0,0,0,0,0,0,0,2214.7,0,-1.600000023841858
,"Mer, 05.12. 06:00",9976.7,9042.3,934.4,0,0,0,0,0,0,0,2898.8,0,-1.899999976158142
,"Mer, 05.12. 07:00",9249.5,8321.1,928.4,0,0,0,0,0,0,0,2686.3,0,-1.200000047683716
,"Mer, 05.12. 08:00",8997.7,8110.4,887.3,0,0,0,0,0,0,0,2619.8,0,-0.8999999761581421
,"Mer, 05.12. 09:00",8199.5,7473.4,726.1,0,0,0,0,0,0,0,2340.6,0,-0.300000011920929
,"Mer, 05.12. 10:00",7724.5,7069,655.5,0,0,0,0,0,0,0,2147.6,0,0.699999988079071
,"Mer, 05.12. 11:00",7187.4,6561.8,625.6,0,0,0,0,0,0,0,1884.7,0,2.900000095367432
,"Mer, 05.12. 12:00",6445.8,5868.3,577.5,0,0,0,0,0,0,0,1665,0,3.5
,"Mer, 05.12. 13:00",6453,5895,558,0,0,0,0,0,0,0,1655,0,3.599999904632568
,"Mer, 05.12. 14:00",5700,5210.2,489.8,0,0,0,0,0,0,0,1420,0,4.699999809265137
,"Mer, 05.12. 15:00",6535.3,6023.6,511.7,0,0,0,0,0,0,0,1674,0,3.5
,"Mer, 05.12. 16:00",7097.6,6544.5,553.1,0,0,0,0,0,0,0,1878.7,0,2.200000047683716
,"Mer, 05.12. 17:00",8072.4,7362.1,710.3,0,0,0,0,0,0,0,2266.8,0,0
,"Mer, 05.12. 18:00",8322.1,7550.4,771.7,0,0,0,0,0,0,0,2358.1,0,-0.4000000059604645
,"Mer, 05.12. 19:00",8846.4,7866.8,979.6,0,0,0,0,0,0,0,2528.1,0,-0.6000000238418579
,"Mer, 05.12. 20:00",9190,8115,1075,0,0,0,0,0,0,0,2561.1,0,0.300000011920929
,"Mer, 05.12. 21:00",8496.1,7503.7,992.4,0,0,0,0,0,0,0,2355.6,0,0.300000011920929
,"Mer, 05.12. 22:00",4579.3,4086.5,492.8,0,0,0,0,0,0,0,1296.7,0,-0.300000011920929
,"Mer, 05.12. 23:00",4610.5,4271.4,339.1,0,0,0,0,0,0,0,1308,0,-0.699999988079071
,"Jeu, 06.12. 00:00",3910.8,3684.8,226,0,0,0,0,0,0,0,1071.9,0,0.300000011920929
,"Jeu, 06.12. 01:00",3765.2,3645.7,119.5,0,0,0,0,0,0,0,1015.5,0,0.5
,"Jeu, 06.12. 02:00",3283.8,3250.1,33.7,0,0,0,0,0,0,0,859.9,0,1.200000047683716
,"Jeu, 06.12. 03:00",3297.2,3263.6,33.6,0,0,0,0,0,0,0,854.3,0,1.5
,"Jeu, 06.12. 04:00",4080.7,3960.2,120.5,0,0,0,0,0,0,0,1069.6,0,1.399999976158142
,"Jeu, 06.12. 05:00",6313.2,5940.7,372.5,0,0,0,0,0,0,0,1678.7,0,1.100000023841858
,"Jeu, 06.12. 06:00",8110.4,7175.4,935,0,0,0,0,0,0,0,2262.8,0,0.2000000029802322
,"Jeu, 06.12. 07:00",7705.6,6726.4,979.2,0,0,0,0,0,0,0,2093.5,0,1.899999976158142
,"Jeu, 06.12. 08:00",7046.5,6167,879.5,0,0,0,0,0,0,0,1916.5,0,2.200000047683716
,"Jeu, 06.12. 09:00",6839,6053.7,785.3,0,0,0,0,0,0,0,1800.6,0,3.299999952316284
,"Jeu, 06.12. 10:00",5871.4,5221.6,649.8,0,0,0,0,0,0,0,1503.2,0,4.199999809265137
,"Jeu, 06.12. 11:00",4988.3,4428.5,559.8,0,0,0,0,0,0,0,1226,0,5.599999904632568
,"Jeu, 06.12. 12:00",5150.9,4531.7,619.2,0,0,0,0,0,0,0,1221.2,0,7
,"Jeu, 06.12. 13:00",4902.3,4316.1,586.2,0,0,0,0,0,0,0,1135.5,0,7.699999809265137
,"Jeu, 06.12. 14:00",4908.5,4334.8,573.7,0,0,0,0,0,0,0,1124.2,0,8.100000381469727
,"Jeu, 06.12. 15:00",4886.6,4354,532.6,0,0,0,0,0,0,0,1123.3,0,7.699999809265137
,"Jeu, 06.12. 16:00",5019.7,4498.4,521.3,0,0,0,0,0,0,0,1215.7,0,5.800000190734863
,"Jeu, 06.12. 17:00",6200.1,5440,760.1,0,0,0,0,0,0,0,1526,0,5.5
,"Jeu, 06.12. 18:00",5804,5039.5,764.5,0,0,0,0,0,0,0,1412.7,0,5.900000095367432
,"Jeu, 06.12. 19:00",6146.6,5206.4,940.2,0,0,0,0,0,0,0,1533,0,5.300000190734863
,"Jeu, 06.12. 20:00",6861.4,5775.1,1086.3,0,0,0,0,0,0,0,1702.2,0,5.400000095367432
,"Jeu, 06.12. 21:00",6270.3,5266.7,1003.6,0,0,0,0,0,0,0,1534.4,0,5.699999809265137
,"Jeu, 06.12. 22:00",3608.7,3049,559.7,0,0,0,0,0,0,0,898,0,5.400000095367432
,"Jeu, 06.12. 23:00",2936.1,2606.5,329.6,0,0,0,0,0,0,0,716.7,0,5.5
,"Ven, 07.12. 00:00",2642.4,2420.5,221.9,0,0,0,0,0,0,0,637.6,0,5.400000095367432
,"Ven, 07.12. 01:00",2494.4,2378.6,115.8,0,0,0,0,0,0,0,588,0,5.5
,"Ven, 07.12. 02:00",2629.6,2592.9,36.7,0,0,0,0,0,0,0,617.1,0,5
,"Ven, 07.12. 03:00",2552,2517.6,34.4,0,0,0,0,0,0,0,599.1,0,4.900000095367432
,"Ven, 07.12. 04:00",3177.3,3053,124.3,0,0,0,0,0,0,0,754.7,0,5
,"Ven, 07.12. 05:00",4615.7,4253.4,362.3,0,0,0,0,0,0,0,1096.5,0,5.400000095367432
,"Ven, 07.12. 06:00",6371.7,5416.4,955.3,0,0,0,0,0,0,0,1581.3,0,5.099999904632568
,"Ven, 07.12. 07:00",6378.1,5368.1,1010,0,0,0,0,0,0,0,1609.6,0,5.199999809265137
,"Ven, 07.12. 08:00",5768.8,4880,888.8,0,0,0,0,0,0,0,1471.1,0,5.099999904632568
,"Ven, 07.12. 09:00",5285.1,4535.4,749.7,0,0,0,0,0,0,0,1309.4,0,5.900000095367432
,"Ven, 07.12. 10:00",4400.1,3795,605.1,0,0,0,0,0,0,0,1062.8,0,6.699999809265137
,"Ven, 07.12. 11:00",4446.4,3856,590.4,0,0,0,0,0,0,0,1065.8,0,6.800000190734863
,"Ven, 07.12. 12:00",4110.4,3549.5,560.9,0,0,0,0,0,0,0,974.9,0,7.199999809265137
,"Ven, 07.12. 13:00",4063.3,3521.4,541.9,0,0,0,0,0,0,0,952.8,0,7.5
,"Ven, 07.12. 14:00",4001.7,3485.3,516.4,0,0,0,0,0,0,0,931.1,0,7.699999809265137
,"Ven, 07.12. 15:00",4291.6,3768.5,523.1,0,0,0,0,0,0,0,998.6,0,7.5
,"Ven, 07.12. 16:00",4063.8,3553.1,510.7,0,0,0,0,0,0,0,949.7,0,7.400000095367432
,"Ven, 07.12. 17:00",4729.9,4039,690.9,0,0,0,0,0,0,0,1131.4,0,6.900000095367432
,"Ven, 07.12. 18:00",5287,4451.6,835.4,0,0,0,0,0,0,0,1249.7,0,7.400000095367432
,"Ven, 07.12. 19:00",5756,4674.6,1081.4,0,0,0,0,0,0,0,1368.8,0,7.599999904632568
,"Ven, 07.12. 20:00",5512.3,4467,1045.3,0,0,0,0,0,0,0,1324.6,0,7.099999904632568
,"Ven, 07.12. 21:00",5114.2,4160,954.2,0,0,0,0,0,0,0,1234.3,0,6.699999809265137
,"Ven, 07.12. 22:00",3304.1,2716.4,587.7,0,0,0,0,0,0,0,803.8,0,6.599999904632568
,"Ven, 07.12. 23:00",2470.5,2157.4,313.1,0,0,0,0,0,0,0,589.4,0,6.5
,"Sam, 08.12. 00:00",2732.4,2474.9,257.5,0,0,0,0,0,0,0,651.1,0,6
,"Sam, 08.12. 01:00",2532.3,2388.8,143.5,0,0,0,0,0,0,0,590,0,6.099999904632568
,"Sam, 08.12. 02:00",2534.8,2450.3,84.5,0,0,0,0,0,0,0,584.7,0,6
,"Sam, 08.12. 03:00",2350.2,2316.4,33.8,0,0,0,0,0,0,0,535.6,0,5.900000095367432
,"Sam, 08.12. 04:00",2864.3,2795,69.3,0,0,0,0,0,0,0,660.9,0,5.699999809265137
,"Sam, 08.12. 05:00",4116.6,4045.7,70.9,0,0,0,0,0,0,0,906.8,0,6.5
