scenario,saison,heure,bord,P_ac,Q_ac,Ppv,Ppv_max,Php,Php_min,Qpv,P_lin,Q_lin,pv0,pvmax,hp0,hpmin_n,invmax,invactive,vmin_lin,vmax_lin,line_idx,lineutil,vmin_ac,vmax_ac,line_ac,BP,BQ,BPmax,Butil
avec,Été,12,depart,3.285498242279573,3.7525073472352233,5.961797397670628,5.961797397670628,-0.29590225050797514,-0.29590225050797514,0.0,,,,,,,,,,,,,,,,4.500280978514001,0.0,4.500280978514001,
avec,Été,12,gauche,3.0638389415871643,6.586271806412697,5.9617973976370155,5.961797397670628,-2.455773436921701e-08,-0.29590225050797514,-2.7440300283862866,2.9386727880312917,6.4590833691335465,0.0,42.0,41.0,0.0,0.6063009896007051,0.0,0.9860640150506359,1.0980143627035746,75.0,0.709936024123849,0.9847607625929566,1.0,71.37504010346578,4.500280978513239,-2.543883451979079,4.500280978514001,0.6063009896007051
avec,Été,12,bas,9.182966394320829,1.2045899677705165,0.034522623004081,5.961797397670628,-0.2893833785031645,-0.29590225050797514,2.544498933268452,9.155330960462267,1.1704101093777342,41.0,0.0,0.0,40.0,0.41139307673918485,0.0,0.9991317185345896,1.0999999999979666,21.0,0.3995226131978794,0.9903853923447371,1.0,40.13071569996172,5.336661007253898e-11,1.8538801750058425,4.500280978514001,0.21743039089574692
avec,Été,12,droite,9.216266306913894,3.137486646979596,3.356932033069595e-11,5.961797397670628,-0.29590225039506207,-0.29590225050797514,0.6082870300081767,9.196372411681736,3.1119515214163473,42.0,0.0,0.0,41.0,0.26944085252692257,0.0,0.9072879750296587,1.0,24.0,0.41838208029703183,0.9848803477644972,1.0,42.01419965444751,3.5470049262521044e-12,0.718272244147176,4.500280978514001,0.08424180641232311
avec,Été,12,haut,4.811158181375504,7.394416948873186,4.499343674043678,5.961797397670628,-0.2709054456486559,-0.29590225050797514,-3.5350361005708963,4.6720319502245005,7.255109981248892,35.0,0.0,0.0,34.0,0.6126666587444541,0.0,0.9000000061602241,1.0179607644533664,75.0,0.6970619415056404,0.9803070276746945,1.0,70.44992368757384,4.3213907741865984,-2.6623412518290577,4.500280978514001,0.5952952444571007
avec,Été,18,depart,9.107447875969228,3.7487712657411976,0.13108761589034315,0.13108761589034315,-0.3178025871917065,-0.3178025871917065,0.0,,,,,,,,,,,,,,,,0.09877078228468437,0.0,0.09877078228468437,
avec,Été,18,gauche,8.782607694942271,3.33332349183911,0.13108757467963128,0.13108761589034315,-4.116194911082611e-08,-0.3178025871917065,0.4049957265208509,8.769382382332747,3.314815719206964,0.0,42.0,41.0,0.0,0.28690083850351517,0.0,0.9120366478818822,1.0000009503249783,24.0,0.40390164166468573,0.9851119292900646,1.0,40.53012330916365,0.09877078196717551,0.5819966503189109,0.09877078228468437,0.06923486960123831
avec,Été,18,bas,9.238542690698523,1.1993253218424798,0.0007122829081199376,0.13108761589034315,-0.31095439244320644,-0.3178025871917065,2.5500485671549553,9.210712335717572,1.1648789300798337,40.0,0.0,0.0,40.0,0.3122982037855719,0.0,0.9990678042984176,1.099999999809976,21.0,0.40043209029259297,0.9903778279236729,1.0,40.22246105741425,1.8074610930765746e-09,1.84414970826333,0.09877078228468437,0.21628916331483497
avec,Été,18,droite,9.238544817890215,2.9462260308864643,2.5323265639959934e-09,0.13108761589034315,-0.317802586044062,-0.3178025871917065,0.799495935179586,9.218271970156914,2.9201807620662095,42.0,0.0,0.0,41.0,0.285175720626592,0.0,0.9310567866474704,1.0,24.0,0.41660031802852665,0.9856041133165635,1.0,41.83629963145458,2.12953978314778e-11,0.9282887816793441,0.09877078228468437,0.10887337562905887
avec,Été,18,haut,8.794530247916555,3.913821600002848,0.1302865015263081,0.13108761589034315,-0.00783245809825158,-0.3178025871917065,-0.17197772457968152,8.778016113720975,3.8928034496931447,0.0,41.0,40.0,0.0,0.31246513371236523,0.0,0.900000000011597,1.0,24.0,0.4131516253526929,0.9841771738712888,1.0,41.477163193022406,0.09877078219899631,0.7007171241004739,0.09877078228468437,0.08299529428341287
