P_flex_MW
0.003015768008480567
0.004516831790854159
0.00451627968067414
-0.003599813243717106
-0.004468657142575519
-0.0044686562480049
-0.0044686558733410325
-0.004468650517083007
-0.004468601924600079
0.003015768008480567
