P_pcc,Q_pcc
8.918302306261467,3.5830654668916395
8.914811502800148,2.8721543103492877
8.914811503025703,2.8721542907769617
8.914811502861994,2.8721543010869937
8.914811503866076,2.872154291678271
8.91481150344407,2.8721542997027427
8.914811503291276,2.8721543579777062
8.91481150292384,2.8721542894882077
8.914811502858356,2.8721542893845253
8.914811502927478,2.872154289470018
8.914811595219362,2.872154332345417
8.914811503542296,2.8721543051260596
8.914811833699787,2.872154467430846
8.914811932205339,2.8721543104411467
8.914812152630475,2.8721543101646603
8.914811673956137,2.8721543011324684
8.914811515751353,2.8721542897064865
8.914811558024667,2.8721542906941977
8.918923218934651,2.872159386909516
9.045398508980725,2.874097680830346
9.045398626825772,2.8740976863191463
9.045398576632579,2.874097685860761
9.045397808600683,2.8740977577108424
9.045398666537949,2.874097682255524
9.045398494683468,2.8740976812341614
9.045398667716654,2.874097682102729
9.045398651982396,2.874097682689353
9.045398662357911,2.8740976829421925
9.045398667774862,2.8740976825692996
9.045398661757645,2.874097687565154
9.045398663642118,2.874097687243193
9.045398490787193,2.8740978617634028
9.045398580223264,2.874097804239682
9.0453981325918,2.8741032999314484
9.045398666774418,2.874097694453667
9.045398665741232,2.8740977267534618
9.05038894811878,3.7885731311353084
9.055347634643113,4.6316491216875875
9.055347632711346,4.631649128188656
9.055347634650388,4.6316491374800535
9.055347633897327,4.63164913476794
9.055347634999634,4.631649139023466
9.055347634603095,4.631649142968854
9.055347556499328,4.631647375702414
9.05534763067044,4.63164912107095
9.055347634814098,4.6316491424513515
9.055347337594867,4.631648785709331
9.055347634428472,4.63164914290337
9.055347633035126,4.6316491433062765
9.055347488967527,4.63164913595574
9.055347632460325,4.631649143258073
9.055347612353216,4.631649139989349
9.055347634279315,4.631649143324466
9.055347429235553,4.631649138195826
9.052529999440594,4.6316465882273405
8.924751968323108,4.629694463503256
8.92475081979137,4.6296944380119385
8.924750828959077,4.629694439527157
8.924751345941331,4.629694393012869
8.92475077911513,4.629694435646343
8.924751045527955,4.629694425022535
8.92475083527097,4.629694433777331
8.924750778187445,4.629694432132055
8.924750769474485,4.629694436236605
8.924750873295125,4.629694397001913
8.924750791211409,4.629694429808296
8.924750770282117,4.629694433459008
8.924750763042539,4.629694436428508
8.924750760677853,4.629694007539911
8.92475076604751,4.629694425690104
8.92475077922063,4.629694272222878
8.924750764577766,4.629693417855378
8.918302306261467,3.5830654668916395
