season,hour,P_ac_MW,Q_ac_MVAr,P_display_MW,Q_display_MVAr,projected
Summer,7,6.3327888775056635,3.710733686405547,6.3327888775056635,3.710733686405547,False
Summer,12,3.285498242279573,3.7525073472352233,3.285498242279573,5.454966687740002,True
Summer,18,9.107447875969228,3.7487712657411976,9.107447875969228,3.7487712657411976,False
Summer,0,9.049765960768127,3.7495664850039248,9.049765960768127,3.7495664850039248,False
Winter,7,12.251336627457931,3.791740359468349,12.251336627457931,3.791740359468349,False
Winter,12,5.439598038639815,3.7642365426818287,5.439598038639815,3.7642365426818287,False
Winter,18,12.322557858740765,3.807221233923883,12.322557858740765,3.807221233923883,False
Winter,0,10.753582678786188,3.7774690892874787,10.753582678786188,3.7774690892874787,False
