P_pcc,Q_pcc
7.124348461500177,3.3984248499739773
7.124348690971017,3.107897854564254
7.124348533536618,3.107899990867386
7.124348515078019,3.1078981235100622
7.124348547814415,3.107898866704283
7.124348504462205,3.107897780590921
7.124348324408024,3.1078987159749247
7.124349717897331,3.10789924876465
7.1243485187751325,3.1078980697629848
7.1243491150344,3.1078985771978327
7.12434838168436,3.1078978512329436
7.12434842990107,3.107897879886669
7.124348818684975,3.107897886471435
7.124348345971195,3.1078979114904435
7.124348268533539,3.1078977646354806
7.124348235801535,3.107897802105915
7.124348288820807,3.107897881426771
7.124349451818552,3.1078978327101465
7.147751879727924,3.1078977567581987
8.586746285732989,3.1105503229553193
8.586746315671048,3.1105503178562253
8.586746383560884,3.1105503355381647
8.5867463619481,3.1105504612503463
8.58674644961381,3.110550299096159
8.586746485628854,3.1105503249488993
8.58674636618048,3.1105503389827054
8.586746414933984,3.110550428010865
8.586746358960246,3.110550447248823
8.586746412005843,3.1105503230150666
8.58674642769503,3.1105504617127386
8.586746418234553,3.110550373789449
8.586746458457624,3.1105502968958842
8.586746520929207,3.1105503154387373
8.586746462065893,3.110550288269439
8.58674666358818,3.110550266054116
8.586746475126972,3.110550378846777
8.586746383151546,3.630127402736082
8.586746401887146,4.073662800623712
8.586746472627459,4.073664505791581
8.586746427966958,4.0736645199216435
8.586746666586524,4.073664305090094
8.586746418319406,4.073664512489661
8.586746298708087,4.073664426934305
8.586746231836466,4.07366454006483
8.586746412133529,4.073664401542425
8.58674644170924,4.073664462057699
8.586746409022597,4.07366447761439
8.586746199003718,4.073664578191022
8.58674643690912,4.073664561372264
8.586746423853931,4.07366454883411
8.58674645034885,4.073664354232541
8.58674618103655,4.073664624042832
8.586746387702352,4.073664556426835
8.586746398470913,4.0736645218561875
8.566660636637048,4.073664522365645
7.124349394057626,4.071011988029226
7.1243486462882535,4.071012084151385
7.1243485688874815,4.0710120504445335
7.124348664555051,4.071011963494664
7.1243484637584045,4.0710119941439915
7.124348442099901,4.071012059587714
7.124348499027233,4.071012057229165
7.124348651355775,4.071012007521254
7.124348632467161,4.071011850251683
7.124348541789623,4.0710115087207654
7.1243484875933785,4.071010982654075
7.124348400039882,4.071012063870447
7.124348528861108,4.071011999682634
7.124348433422877,4.071012070517621
7.124348599317839,4.071011469612774
7.124348493189402,4.071011572341647
7.124348474633797,4.071004441325176
7.124348461500177,3.3984248499739773
