P_pcc,Q_pcc
7.438383790489752,3.575052472971038
7.435386239922082,2.8519134654952722
7.4353862346106325,2.851913486427293
7.435386234988982,2.851913407097527
7.435386246677808,2.851914204014065
7.435386234337784,2.851913404858351
7.435386234159523,2.851913405288542
7.435386234061298,2.851913411235728
7.435386245590053,2.851913430150489
7.4353862172756635,2.8519134045445753
7.435386244997062,2.8519134925800245
7.4353862476637005,2.8519134095249683
7.435386882090825,2.8519134684993332
7.435386429500795,2.85191341740574
7.435387300229195,2.851913486381818
7.435386442644813,2.8519134106518322
7.435386987766833,2.8519129882633933
7.435386276385543,2.851913405126652
7.452906189391797,2.85191365524679
9.214728257556999,2.876657556851569
9.214724576071603,2.8766575910349275
9.21472804350924,2.8766575790186835
9.214728468406975,2.8766575560484853
9.214728443483182,2.876657556785176
9.214728275081143,2.876657557882936
9.214728452076088,2.8766575578047195
9.214728435374127,2.87665755926173
9.214728467039095,2.876657559386331
9.21472846017059,2.876657555904785
9.214727987018705,2.876657826240262
9.214728452669078,2.87665756404931
9.214728454080614,2.8766575667414145
9.214728459428443,2.8766576867828917
9.214728388080403,2.8766577307142143
9.214728479022597,2.8766575578520133
9.214728472888964,2.8766577591168243
9.220702021211764,3.94336876664147
9.224690189650573,4.634223822137756
9.224690190072579,4.6342238710867605
9.22469019213895,4.634223868636582
9.224690189796092,4.634223870677488
9.224690189759713,4.6342238654997345
9.224690186125372,4.634223814756297
9.22469018890115,4.634223865656168
9.224690189628745,4.634223871677932
9.224690189843386,4.634223871542417
9.224690189697867,4.634223851680872
9.22469018526317,4.634223871602444
9.224679956136242,4.6342233350769675
9.224688813879766,4.634223823501088
9.224690188653767,4.634223871649738
9.224690124287008,4.634223866632965
9.224690188297245,4.634223871760696
9.22468716635558,4.634223812744494
9.194175981414446,4.634223400587871
7.445222308575467,4.6093332800473945
7.445222399652266,4.609333273885568
7.445222285168711,4.609333275768222
7.445222872029262,4.609333245286507
7.4452222912805155,4.609333268137561
7.44522266302738,4.609333236679049
7.445222340767941,4.609333258717015
7.445222253998509,4.609333278423037
7.44522225520268,4.609333277417136
7.445222294052655,4.60933326466693
7.445222525682766,4.609333155826789
7.44522229393624,4.609333258602419
7.445222320675384,4.609333266459544
7.445222583886789,4.609333272670483
7.445222885078692,4.609333106735903
7.445222262351308,4.609333190396683
7.445222260703304,4.609333278029226
7.438383790489752,3.575052472971038
