P_pcc_MW,Q_pcc_MVAr,P_flex_MW,Q_flex_MVAr
9.166632293016665,1.405446663277429,-2.4937584591851207,2.3056045125554068
9.162264915765263,3.7786830834120337,-2.489391081933718,-0.06763190757919801
7.30137341398222,5.53779654471964,-0.6284995801506745,-1.826745368886804
7.282302654843077,5.54678910540497,-0.6094288210115315,-1.8357379295721339
7.138086052389553,5.606776761531364,-0.46521221855800776,-1.8957255856985287
7.017305382301856,5.647964364045038,-0.3444315484703113,-1.936913188212202
6.999253941819917,5.6517716217549605,-0.3263801079883711,-1.9407204459221248
6.920872851133027,5.6610353700971245,-0.24799901730148188,-1.9499841942642888
6.5148681842365495,5.678928402193378,0.1580056495949958,-1.9678772263605424
6.492540731866029,5.6789281600804316,0.1803331019655161,-1.9678769842475958
6.492540729177563,5.678928107803586,0.18033310465398245,-1.9678769319707499
6.470281199114214,3.6413931343404946,0.20259263471733138,0.06965804149234105
8.096590143006324,2.0705480475589866,-1.4237163091747789,1.6405031282738491
8.192127078356862,1.999476382939065,-1.5192532445253164,1.7115747928937708
9.166632293016665,1.405446663277429,-2.4937584591851207,2.3056045125554068
