P_pcc,Q_pcc
2.74963963889968,7.379531798921562
2.7792516527697444,6.5604516248859
2.8064289288995496,6.288057202637901
2.8091029921160953,6.270998594435696
2.8124108320989762,6.258569488291869
2.8124108562988113,6.258569407085815
2.9732972939564206,5.878404430035516
2.983750893272372,5.857644860202527
3.1330288784047298,5.622048540668402
3.133028645068407,5.622048883969001
6.300269461062271,2.3647641257539362
6.417258050809323,2.2759139727959337
8.00588759069069,1.302098391558502
8.994253229833703,0.8510796778182339
9.025181091685226,0.8401435376099471
9.123730700863234,0.8124685353532186
9.285622662322567,0.7792994351211746
9.895768905655132,0.7083139657561333
11.681603389653901,0.6443743415848076
11.772430524695665,0.6443759034045797
11.772430645269196,0.6443759301282626
11.772430642144172,0.6443759080721065
11.772430644359702,0.6443759487628995
11.772430622426327,0.6443757969482249
11.772430651890318,0.6443759430358114
11.772430617365899,0.6443758557670662
11.772430648899899,0.6443759573612624
11.772430649452872,0.6443759211533688
11.7724304133626,0.6443768243716477
11.77243064610957,0.6443754916817852
11.772430516572058,0.6443759528401642
11.772430585922848,0.6443754141400859
11.772430378521676,0.6443765213998631
11.772430533819715,0.6443761531700147
11.772430673285271,0.6443755421378228
11.772429390424804,0.6443865067631123
11.757115331682144,2.8758858266319294
11.759537826983433,3.3705724928613563
11.759537789508613,3.3705718424716906
11.75953782227225,3.3705725819536383
11.759537718215142,3.3705721334981718
11.759537821846607,3.370572528137018
11.759539253358525,3.3705711277862065
11.759537782589177,3.370572537368389
11.759537825164443,3.370572536230611
11.759537808244204,3.3705725314939627
10.468628421091125,4.535663213408952
10.287616344197886,4.670764606636112
6.447503175586462,7.372823732936922
6.36799676902956,7.420044408499052
6.367998165140307,7.420045057061543
6.367998758491012,7.420045789177493
6.368000337315607,7.420046201663354
6.367998677407741,7.420045431598737
6.29112179403819,7.420041638830298
2.749640585629095,7.413513315103046
2.749697589155403,7.413512338669534
2.7496406785685394,7.413513315033015
2.749640508020093,7.413513317603247
2.7496419649760355,7.413513266944392
2.7496406524696795,7.413513311162205
2.749642083166691,7.413512930338584
2.7496405393321766,7.413513314622833
2.7496432761072356,7.413513174009495
2.749640473164618,7.413513318037076
2.7496409973537084,7.413513311990755
2.749640472997271,7.413513318006153
2.7496406449354254,7.413513203949151
2.749640741963958,7.413513284413966
2.749640520236426,7.413512742950843
2.7496408418519422,7.413511474042934
2.749640504378476,7.4135133082136235
2.74963963889968,7.379531798921562
