P_pcc_MW,Q_pcc_MVAr,P_flex_MW,Q_flex_MVAr
9.163683142214724,3.912797272422905,-0.6103203425409458,-0.1678507744320098
9.167550760467048,4.6333500467845585,-0.6141879607932698,-0.8884035487936632
9.16463243752958,4.633349915219579,-0.6112696378558019,-0.8884034172286841
8.67982412775614,4.626299203670628,-0.12646132808236216,-0.8813527056797333
8.350971219363128,4.6213797178626965,0.20239158031064963,-0.876433219871801
8.345061613563303,3.703117519104112,0.20830118611047516,0.0418289788867835
8.341073647518398,2.863888198249511,0.21228915215537994,0.8810582997413845
8.357331913113848,2.863888699851098,0.19603088655992904,0.8810577981397972
8.434333467380712,2.865009100377912,0.11902933229306474,0.8799373976129834
9.15759336922929,2.875788766706137,-0.6042305695555114,0.8691577312847585
9.163683142214724,3.912797272422905,-0.6103203425409458,-0.1678507744320098
