P_flex_MW
2.7172330343964854
2.71140119533758
2.2692815080372384
1.5406680667729233
1.5177316423760203
1.4448180668914574
1.362069038223126
1.1236668392266438
-0.12887608577148055
-0.12887608616379914
-0.11498524971830193
-0.11498524940907374
-0.11498524693524814
-0.029686614376259954
0.03555924544707528
0.5266061664369779
0.9445607241250398
1.0050038387489624
1.269593976165197
2.5971327042025227
2.7141822309131385
2.714182274005493
2.7172330343964854
