saison,heure,bus,load_mode,alpha,P_pv_available,Q_pv_max,S_inv_max,P_hp_max,P_load,Q_load
Été,7,48,fixed,1.0,0.008262899741448126,0.010043607678658535,0.03216528710252375,-0.0038348885361271807,-0.1018567424913252,-0.04933147191532575
Été,7,49,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,50,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,51,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,52,fixed,1.0,0.017910153880652098,0.021764479059329652,0.06970211700599871,-0.008310196287012996,-0.2207233705189959,-0.1069012073966653
Été,7,53,fixed,1.0,0.029699303113387372,0.036090635982057966,0.11558253818916775,-0.013780264086103666,-0.3660113709323645,-0.1772673975645508
Été,7,54,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,55,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,56,fixed,1.0,0.030317198494984623,0.03684217065580832,0.1179893753857308,-0.014067217917543272,-0.3736330220548142,-0.1809587316785154
Été,7,57,fixed,1.0,0.025612927615471168,0.031123895232209414,0.09967623765513291,-0.011883844216579861,-0.3156414192412542,-0.1528721165409313
Été,7,58,fixed,1.0,0.004939271686610011,0.006001658767185308,0.01922069076314997,-0.0022915762085103865,-0.0608655207499749,-0.02947851712167983
Été,7,59,fixed,1.0,0.010538959338351552,0.012877187477421144,0.04124000513922868,-0.0049168167669128415,-0.1305933496075575,-0.0632492459597578
Été,7,60,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,61,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,62,fixed,1.0,0.017728325845590368,0.021661118200374883,0.069371097335596,-0.008270730650184892,-0.2196751415627207,-0.1063935269422101
Été,7,63,fixed,1.0,0.01563751996986549,0.018996499385999854,0.06083748750879253,-0.0072533157459658895,-0.192652043777843,-0.09330564334379901
Été,7,64,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,65,fixed,1.0,0.006869817004061949,0.0083469317505068,0.026731575422914346,-0.0031870572712503482,-0.08464998883922877,-0.040997860769116
Été,7,66,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,67,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,68,fixed,1.0,0.008928537145443963,0.010847069946244943,0.03473842569373695,-0.004141669559217622,-0.1100050146968337,-0.05327786026068942
Été,7,69,fixed,1.0,0.005536662476519254,0.006764152988580986,0.02166262660233271,-0.0025827146561726564,-0.06859831757405357,-0.03322368155580108
Été,7,70,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,71,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,7,72,fixed,1.0,0.006305590769291375,0.0077023229957975,0.024667175226550424,-0.002940930301458943,-0.078112721550743,-0.03783171771606893
Été,7,73,fixed,1.0,0.006949457992043554,0.008488886093932859,0.027186193161662913,-0.003241258819307108,-0.08608961167859923,-0.04169510193285255
Été,7,74,fixed,1.0,0.013087405306879945,0.018090693680462185,0.05793658760211531,-0.00690745756160987,-0.1834658607400318,-0.08885657183950055
Été,7,75,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,12,0,fixed,1.0,0.05951322113922035,0.0357561043406299,0.11451117950654252,-0.012123724231453619,-0.3626187351040513,-0.1756242690392338
Été,12,1,fixed,1.0,0.0113746871263443,0.006834114836666951,0.02188668383374866,-0.002317224573922255,-0.06930783214020408,-0.03356731514389221
Été,12,2,fixed,1.0,0.019238999739046237,0.011559093993422198,0.037018727616523354,-0.003919310297527618,-0.1172259707856573,-0.05677512891257016
Été,12,3,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,12,4,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,12,5,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,12,6,fixed,1.0,0.011575195487642676,0.006954575394786602,0.02227246636930926,-0.002358068804979892,-0.070529476836146,-0.03415898467439479
Été,12,7,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,12,8,fixed,1.0,0.024480142380580546,0.014707763517958288,0.04710254037464946,-0.004986921037439258,-0.1491580445197233,-0.0722405380752905
Été,12,9,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,12,10,fixed,1.0,0.044222089805995755,0.02656880744806888,0.08508828170924233,-0.009008612671849686,-0.2694462254126007,-0.1304987630324452
Été,12,11,fixed,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Été,12,12,fixed,1.0,0.017392658796234542,0.010449535713498345,0.03346529723845626,-0.0035430954147100493,-0.1059734412551115,-0.05132528012558613
Été,12,13,fixed,1.0,0.02979980439082967,0.017903596838709707,0.05733739816506357,-0.006070523476378733,-0.1815684275227013,-0.08793760298989377
