Country,ISO3 Code,Datetime (UTC),Datetime (Local),Price (EUR/MWhe)
Switzerland,CHE,2024-04-08 01:00:00,2024-04-08 03:00:00,64.83
Switzerland,CHE,2024-04-08 02:00:00,2024-04-08 04:00:00,67.66
Switzerland,CHE,2024-04-08 03:00:00,2024-04-08 05:00:00,73.68
Switzerland,CHE,2024-04-08 04:00:00,2024-04-08 06:00:00,85.8
Switzerland,CHE,2024-04-08 05:00:00,2024-04-08 07:00:00,108.36
Switzerland,CHE,2024-04-08 06:00:00,2024-04-08 08:00:00,106.21
Switzerland,CHE,2024-04-08 07:00:00,2024-04-08 09:00:00,84.81
Switzerland,CHE,2024-04-08 08:00:00,2024-04-08 10:00:00,72.5
Switzerland,CHE,2024-04-08 09:00:00,2024-04-08 11:00:00,64.24
Switzerland,CHE,2024-04-08 10:00:00,2024-04-08 12:00:00,52.87
Switzerland,CHE,2024-04-08 11:00:00,2024-04-08 13:00:00,51.89
Switzerland,CHE,2024-04-08 12:00:00,2024-04-08 14:00:00,52.58
Switzerland,CHE,2024-04-08 13:00:00,2024-04-08 15:00:00,60.81
Switzerland,CHE,2024-04-08 14:00:00,2024-04-08 16:00:00,70.98
Switzerland,CHE,2024-04-08 15:00:00,2024-04-08 17:00:00,79.36
Switzerland,CHE,2024-04-08 16:00:00,2024-04-08 18:00:00,89.41
Switzerland,CHE,2024-04-08 17:00:00,2024-04-08 19:00:00,96.66
Switzerland,CHE,2024-04-08 18:00:00,2024-04-08 20:00:00,90.89
Switzerland,CHE,2024-04-08 19:00:00,2024-04-08 21:00:00,81.18
Switzerland,CHE,2024-04-08 20:00:00,2024-04-08 22:00:00,75.1
Switzerland,CHE,2024-04-08 21:00:00,2024-04-08 23:00:00,69.0
Switzerland,CHE,2024-04-08 22:00:00,2024-04-09 00:00:00,70.17
Switzerland,CHE,2024-04-08 23:00:00,2024-04-09 01:00:00,66.37
Switzerland,CHE,2024-04-09 00:00:00,2024-04-09 02:00:00,63.31
Switzerland,CHE,2024-04-09 01:00:00,2024-04-09 03:00:00,61.7
Switzerland,CHE,2024-04-09 02:00:00,2024-04-09 04:00:00,61.08
Switzerland,CHE,2024-04-09 03:00:00,2024-04-09 05:00:00,72.1
Switzerland,CHE,2024-04-09 04:00:00,2024-04-09 06:00:00,77.98
Switzerland,CHE,2024-04-09 05:00:00,2024-04-09 07:00:00,83.19
Switzerland,CHE,2024-04-09 06:00:00,2024-04-09 08:00:00,78.37
Switzerland,CHE,2024-04-09 07:00:00,2024-04-09 09:00:00,69.13
Switzerland,CHE,2024-04-09 08:00:00,2024-04-09 10:00:00,69.4
Switzerland,CHE,2024-04-09 09:00:00,2024-04-09 11:00:00,70.43
Switzerland,CHE,2024-04-09 10:00:00,2024-04-09 12:00:00,66.54
Switzerland,CHE,2024-04-09 11:00:00,2024-04-09 13:00:00,65.91
Switzerland,CHE,2024-04-09 12:00:00,2024-04-09 14:00:00,65.52
Switzerland,CHE,2024-04-09 13:00:00,2024-04-09 15:00:00,67.04
Switzerland,CHE,2024-04-09 14:00:00,2024-04-09 16:00:00,66.5
Switzerland,CHE,2024-04-09 15:00:00,2024-04-09 17:00:00,60.99
Switzerland,CHE,2024-04-09 16:00:00,2024-04-09 18:00:00,67.68
Switzerland,CHE,2024-04-09 17:00:00,2024-04-09 19:00:00,71.5
Switzerland,CHE,2024-04-09 18:00:00,2024-04-09 20:00:00,70.16
Switzerland,CHE,2024-04-09 19:00:00,2024-04-09 21:00:00,64.81
Switzerland,CHE,2024-04-09 20:00:00,2024-04-09 22:00:00,64.09
Switzerland,CHE,2024-04-09 21:00:00,2024-04-09 23:00:00,55.36
Switzerland,CHE,2024-04-09 22:00:00,2024-04-10 00:00:00,57.74
Switzerland,CHE,2024-04-09 23:00:00,2024-04-10 01:00:00,58.4
Switzerland,CHE,2024-04-10 00:00:00,2024-04-10 02:00:00,59.04
Switzerland,CHE,2024-04-10 01:00:00,2024-04-10 03:00:00,57.96
Switzerland,CHE,2024-04-10 02:00:00,2024-04-10 04:00:00,57.98
Switzerland,CHE,2024-04-10 03:00:00,2024-04-10 05:00:00,60.27
Switzerland,CHE,2024-04-10 04:00:00,2024-04-10 06:00:00,74.67
Switzerland,CHE,2024-04-10 05:00:00,2024-04-10 07:00:00,87.65
Switzerland,CHE,2024-04-10 06:00:00,2024-04-10 08:00:00,84.95
Switzerland,CHE,2024-04-10 07:00:00,2024-04-10 09:00:00,73.52
Switzerland,CHE,2024-04-10 08:00:00,2024-04-10 10:00:00,65.01
Switzerland,CHE,2024-04-10 09:00:00,2024-04-10 11:00:00,59.53
Switzerland,CHE,2024-04-10 10:00:00,2024-04-10 12:00:00,59.82
Switzerland,CHE,2024-04-10 11:00:00,2024-04-10 13:00:00,58.66
Switzerland,CHE,2024-04-10 12:00:00,2024-04-10 14:00:00,57.39
Switzerland,CHE,2024-04-10 13:00:00,2024-04-10 15:00:00,56.82
Switzerland,CHE,2024-04-10 14:00:00,2024-04-10 16:00:00,58.47
Switzerland,CHE,2024-04-10 15:00:00,2024-04-10 17:00:00,74.32
Switzerland,CHE,2024-04-10 16:00:00,2024-04-10 18:00:00,99.62
Switzerland,CHE,2024-04-10 17:00:00,2024-04-10 19:00:00,119.8
Switzerland,CHE,2024-04-10 18:00:00,2024-04-10 20:00:00,121.19
Switzerland,CHE,2024-04-10 19:00:00,2024-04-10 21:00:00,93.92
Switzerland,CHE,2024-04-10 20:00:00,2024-04-10 22:00:00,85.0
Switzerland,CHE,2024-04-10 21:00:00,2024-04-10 23:00:00,71.91
Switzerland,CHE,2024-04-10 22:00:00,2024-04-11 00:00:00,65.4
Switzerland,CHE,2024-04-10 23:00:00,2024-04-11 01:00:00,59.13
Switzerland,CHE,2024-04-11 00:00:00,2024-04-11 02:00:00,59.48
Switzerland,CHE,2024-04-11 01:00:00,2024-04-11 03:00:00,59.33
Switzerland,CHE,2024-04-11 02:00:00,2024-04-11 04:00:00,58.64
Switzerland,CHE,2024-04-11 03:00:00,2024-04-11 05:00:00,64.17
Switzerland,CHE,2024-04-11 04:00:00,2024-04-11 06:00:00,75.5
Switzerland,CHE,2024-04-11 05:00:00,2024-04-11 07:00:00,81.17
Switzerland,CHE,2024-04-11 06:00:00,2024-04-11 08:00:00,79.09
Switzerland,CHE,2024-04-11 07:00:00,2024-04-11 09:00:00,59.15
Switzerland,CHE,2024-04-11 08:00:00,2024-04-11 10:00:00,57.1
Switzerland,CHE,2024-04-11 09:00:00,2024-04-11 11:00:00,48.02
Switzerland,CHE,2024-04-11 10:00:00,2024-04-11 12:00:00,11.3
Switzerland,CHE,2024-04-11 11:00:00,2024-04-11 13:00:00,11.23
Switzerland,CHE,2024-04-11 12:00:00,2024-04-11 14:00:00,10.09
Switzerland,CHE,2024-04-11 13:00:00,2024-04-11 15:00:00,28.75
Switzerland,CHE,2024-04-11 14:00:00,2024-04-11 16:00:00,55.45
Switzerland,CHE,2024-04-11 15:00:00,2024-04-11 17:00:00,75.13
Switzerland,CHE,2024-04-11 16:00:00,2024-04-11 18:00:00,89.61
Switzerland,CHE,2024-04-11 17:00:00,2024-04-11 19:00:00,126.47
Switzerland,CHE,2024-04-11 18:00:00,2024-04-11 20:00:00,127.95
Switzerland,CHE,2024-04-11 19:00:00,2024-04-11 21:00:00,92.3
Switzerland,CHE,2024-04-11 20:00:00,2024-04-11 22:00:00,80.74
Switzerland,CHE,2024-04-11 21:00:00,2024-04-11 23:00:00,76.49
Switzerland,CHE,2024-04-11 22:00:00,2024-04-12 00:00:00,71.77
Switzerland,CHE,2024-04-11 23:00:00,2024-04-12 01:00:00,68.94
Switzerland,CHE,2024-04-12 00:00:00,2024-04-12 02:00:00,67.34
Switzerland,CHE,2024-04-12 01:00:00,2024-04-12 03:00:00,66.39
Switzerland,CHE,2024-04-12 02:00:00,2024-04-12 04:00:00,66.23
Switzerland,CHE,2024-04-12 03:00:00,2024-04-12 05:00:00,72.56
Switzerland,CHE,2024-04-12 04:00:00,2024-04-12 06:00:00,85.8
Switzerland,CHE,2024-04-12 05:00:00,2024-04-12 07:00:00,88.49
Switzerland,CHE,2024-04-12 06:00:00,2024-04-12 08:00:00,81.08
Switzerland,CHE,2024-04-12 07:00:00,2024-04-12 09:00:00,64.28
Switzerland,CHE,2024-04-12 08:00:00,2024-04-12 10:00:00,39.05
Switzerland,CHE,2024-04-12 09:00:00,2024-04-12 11:00:00,19.57
Switzerland,CHE,2024-04-12 10:00:00,2024-04-12 12:00:00,3.98
Switzerland,CHE,2024-04-12 11:00:00,2024-04-12 13:00:00,-4.2
Switzerland,CHE,2024-04-12 12:00:00,2024-04-12 14:00:00,-2.95
Switzerland,CHE,2024-04-12 13:00:00,2024-04-12 15:00:00,-1.44
Switzerland,CHE,2024-04-12 14:00:00,2024-04-12 16:00:00,19.84
Switzerland,CHE,2024-04-12 15:00:00,2024-04-12 17:00:00,54.56
Switzerland,CHE,2024-04-12 16:00:00,2024-04-12 18:00:00,79.0
Switzerland,CHE,2024-04-12 17:00:00,2024-04-12 19:00:00,90.09
Switzerland,CHE,2024-04-12 18:00:00,2024-04-12 20:00:00,91.05
Switzerland,CHE,2024-04-12 19:00:00,2024-04-12 21:00:00,87.13
Switzerland,CHE,2024-04-12 20:00:00,2024-04-12 22:00:00,74.3
Switzerland,CHE,2024-04-12 21:00:00,2024-04-12 23:00:00,65.45
Switzerland,CHE,2024-04-12 22:00:00,2024-04-13 00:00:00,65.11
Switzerland,CHE,2024-04-12 23:00:00,2024-04-13 01:00:00,55.66
Switzerland,CHE,2024-04-13 00:00:00,2024-04-13 02:00:00,50.05
Switzerland,CHE,2024-04-13 01:00:00,2024-04-13 03:00:00,41.71
Switzerland,CHE,2024-04-13 02:00:00,2024-04-13 04:00:00,39.95
Switzerland,CHE,2024-04-13 03:00:00,2024-04-13 05:00:00,43.12
Switzerland,CHE,2024-04-13 04:00:00,2024-04-13 06:00:00,56.29
Switzerland,CHE,2024-04-13 05:00:00,2024-04-13 07:00:00,55.06
Switzerland,CHE,2024-04-13 06:00:00,2024-04-13 08:00:00,38.14
Switzerland,CHE,2024-04-13 07:00:00,2024-04-13 09:00:00,9.09
Switzerland,CHE,2024-04-13 08:00:00,2024-04-13 10:00:00,-1.95
Switzerland,CHE,2024-04-13 09:00:00,2024-04-13 11:00:00,-9.08
Switzerland,CHE,2024-04-13 10:00:00,2024-04-13 12:00:00,-25.34
Switzerland,CHE,2024-04-13 11:00:00,2024-04-13 13:00:00,-51.75
Switzerland,CHE,2024-04-13 12:00:00,2024-04-13 14:00:00,-51.93
Switzerland,CHE,2024-04-13 13:00:00,2024-04-13 15:00:00,-32.98
Switzerland,CHE,2024-04-13 14:00:00,2024-04-13 16:00:00,-13.39
Switzerland,CHE,2024-04-13 15:00:00,2024-04-13 17:00:00,9.79
Switzerland,CHE,2024-04-13 16:00:00,2024-04-13 18:00:00,63.02
Switzerland,CHE,2024-04-13 17:00:00,2024-04-13 19:00:00,78.45
Switzerland,CHE,2024-04-13 18:00:00,2024-04-13 20:00:00,80.4
Switzerland,CHE,2024-04-13 19:00:00,2024-04-13 21:00:00,58.85
Switzerland,CHE,2024-04-13 20:00:00,2024-04-13 22:00:00,58.0
Switzerland,CHE,2024-04-13 21:00:00,2024-04-13 23:00:00,56.06
Switzerland,CHE,2024-04-13 22:00:00,2024-04-14 00:00:00,24.71
Switzerland,CHE,2024-04-13 23:00:00,2024-04-14 01:00:00,11.35
Switzerland,CHE,2024-04-14 00:00:00,2024-04-14 02:00:00,11.35
Switzerland,CHE,2024-04-14 01:00:00,2024-04-14 03:00:00,7.06
Switzerland,CHE,2024-04-14 02:00:00,2024-04-14 04:00:00,3.65
Switzerland,CHE,2024-04-14 03:00:00,2024-04-14 05:00:00,7.27
Switzerland,CHE,2024-04-14 04:00:00,2024-04-14 06:00:00,11.36
Switzerland,CHE,2024-04-14 05:00:00,2024-04-14 07:00:00,5.36
Switzerland,CHE,2024-04-14 06:00:00,2024-04-14 08:00:00,-2.2
Switzerland,CHE,2024-04-14 07:00:00,2024-04-14 09:00:00,-12.92
Switzerland,CHE,2024-04-14 08:00:00,2024-04-14 10:00:00,-26.74
Switzerland,CHE,2024-04-14 09:00:00,2024-04-14 11:00:00,-47.6
Switzerland,CHE,2024-04-14 10:00:00,2024-04-14 12:00:00,-65.78
Switzerland,CHE,2024-04-14 11:00:00,2024-04-14 13:00:00,-91.49
Switzerland,CHE,2024-04-14 12:00:00,2024-04-14 14:00:00,-91.51
Switzerland,CHE,2024-04-14 13:00:00,2024-04-14 15:00:00,-62.04
Switzerland,CHE,2024-04-14 14:00:00,2024-04-14 16:00:00,-31.71
Switzerland,CHE,2024-04-14 15:00:00,2024-04-14 17:00:00,-5.94
Switzerland,CHE,2024-04-14 16:00:00,2024-04-14 18:00:00,45.43
Switzerland,CHE,2024-04-14 17:00:00,2024-04-14 19:00:00,79.22
Switzerland,CHE,2024-04-14 18:00:00,2024-04-14 20:00:00,83.77
Switzerland,CHE,2024-04-14 19:00:00,2024-04-14 21:00:00,84.06
Switzerland,CHE,2024-04-14 20:00:00,2024-04-14 22:00:00,85.02
Switzerland,CHE,2024-04-14 21:00:00,2024-04-14 23:00:00,81.55
Switzerland,CHE,2024-04-14 22:00:00,2024-04-15 00:00:00,76.98
Switzerland,CHE,2024-04-14 23:00:00,2024-04-15 01:00:00,73.13
Switzerland,CHE,2024-04-15 00:00:00,2024-04-15 02:00:00,67.88
Switzerland,CHE,2024-04-15 01:00:00,2024-04-15 03:00:00,66.68
Switzerland,CHE,2024-04-15 02:00:00,2024-04-15 04:00:00,67.2
Switzerland,CHE,2024-04-15 03:00:00,2024-04-15 05:00:00,78.14
Switzerland,CHE,2024-04-15 04:00:00,2024-04-15 06:00:00,92.09
Switzerland,CHE,2024-04-15 05:00:00,2024-04-15 07:00:00,107.65
Switzerland,CHE,2024-04-15 06:00:00,2024-04-15 08:00:00,103.07
Switzerland,CHE,2024-04-15 07:00:00,2024-04-15 09:00:00,84.01
Switzerland,CHE,2024-04-15 08:00:00,2024-04-15 10:00:00,77.92
Switzerland,CHE,2024-04-15 09:00:00,2024-04-15 11:00:00,65.27
Switzerland,CHE,2024-04-15 10:00:00,2024-04-15 12:00:00,39.09
Switzerland,CHE,2024-04-15 11:00:00,2024-04-15 13:00:00,23.75
Switzerland,CHE,2024-04-15 12:00:00,2024-04-15 14:00:00,18.84
Switzerland,CHE,2024-04-15 13:00:00,2024-04-15 15:00:00,50.05
Switzerland,CHE,2024-04-15 14:00:00,2024-04-15 16:00:00,62.11
Switzerland,CHE,2024-04-15 15:00:00,2024-04-15 17:00:00,67.51
Switzerland,CHE,2024-04-15 16:00:00,2024-04-15 18:00:00,66.83
Switzerland,CHE,2024-04-15 17:00:00,2024-04-15 19:00:00,73.05
Switzerland,CHE,2024-04-15 18:00:00,2024-04-15 20:00:00,71.25
Switzerland,CHE,2024-04-15 19:00:00,2024-04-15 21:00:00,66.4
Switzerland,CHE,2024-04-15 20:00:00,2024-04-15 22:00:00,67.01
Switzerland,CHE,2024-04-15 21:00:00,2024-04-15 23:00:00,65.97
Switzerland,CHE,2024-04-15 22:00:00,2024-04-16 00:00:00,16.48
Switzerland,CHE,2024-04-15 23:00:00,2024-04-16 01:00:00,11.36
Switzerland,CHE,2024-04-16 00:00:00,2024-04-16 02:00:00,11.39
Switzerland,CHE,2024-04-16 01:00:00,2024-04-16 03:00:00,11.34
Switzerland,CHE,2024-04-16 02:00:00,2024-04-16 04:00:00,26.0
Switzerland,CHE,2024-04-16 03:00:00,2024-04-16 05:00:00,56.75
Switzerland,CHE,2024-04-16 04:00:00,2024-04-16 06:00:00,70.96
Switzerland,CHE,2024-04-16 05:00:00,2024-04-16 07:00:00,80.69
Switzerland,CHE,2024-04-16 06:00:00,2024-04-16 08:00:00,78.11
Switzerland,CHE,2024-04-16 07:00:00,2024-04-16 09:00:00,69.72
Switzerland,CHE,2024-04-16 08:00:00,2024-04-16 10:00:00,68.32
Switzerland,CHE,2024-04-16 09:00:00,2024-04-16 11:00:00,64.01
Switzerland,CHE,2024-04-16 10:00:00,2024-04-16 12:00:00,50.07
Switzerland,CHE,2024-04-16 11:00:00,2024-04-16 13:00:00,50.31
Switzerland,CHE,2024-04-16 12:00:00,2024-04-16 14:00:00,57.42
Switzerland,CHE,2024-04-16 13:00:00,2024-04-16 15:00:00,61.72
Switzerland,CHE,2024-04-16 14:00:00,2024-04-16 16:00:00,65.13
Switzerland,CHE,2024-04-16 15:00:00,2024-04-16 17:00:00,80.14
Switzerland,CHE,2024-04-16 16:00:00,2024-04-16 18:00:00,103.21
Switzerland,CHE,2024-04-16 17:00:00,2024-04-16 19:00:00,137.14
Switzerland,CHE,2024-04-16 18:00:00,2024-04-16 20:00:00,140.53
Switzerland,CHE,2024-04-16 19:00:00,2024-04-16 21:00:00,112.38
Switzerland,CHE,2024-04-16 20:00:00,2024-04-16 22:00:00,98.94
Switzerland,CHE,2024-04-16 21:00:00,2024-04-16 23:00:00,86.44
Switzerland,CHE,2024-04-16 22:00:00,2024-04-17 00:00:00,83.41
Switzerland,CHE,2024-04-16 23:00:00,2024-04-17 01:00:00,79.07
Switzerland,CHE,2024-04-17 00:00:00,2024-04-17 02:00:00,78.15
Switzerland,CHE,2024-04-17 01:00:00,2024-04-17 03:00:00,77.67
Switzerland,CHE,2024-04-17 02:00:00,2024-04-17 04:00:00,78.17
Switzerland,CHE,2024-04-17 03:00:00,2024-04-17 05:00:00,82.58
Switzerland,CHE,2024-04-17 04:00:00,2024-04-17 06:00:00,90.0
Switzerland,CHE,2024-04-17 05:00:00,2024-04-17 07:00:00,102.91
Switzerland,CHE,2024-04-17 06:00:00,2024-04-17 08:00:00,101.11
Switzerland,CHE,2024-04-17 07:00:00,2024-04-17 09:00:00,90.24
Switzerland,CHE,2024-04-17 08:00:00,2024-04-17 10:00:00,91.82
Switzerland,CHE,2024-04-17 09:00:00,2024-04-17 11:00:00,87.03
Switzerland,CHE,2024-04-17 10:00:00,2024-04-17 12:00:00,78.11
Switzerland,CHE,2024-04-17 11:00:00,2024-04-17 13:00:00,74.88
Switzerland,CHE,2024-04-17 12:00:00,2024-04-17 14:00:00,73.84
Switzerland,CHE,2024-04-17 13:00:00,2024-04-17 15:00:00,77.73
Switzerland,CHE,2024-04-17 14:00:00,2024-04-17 16:00:00,82.86
Switzerland,CHE,2024-04-17 15:00:00,2024-04-17 17:00:00,88.98
Switzerland,CHE,2024-04-17 16:00:00,2024-04-17 18:00:00,93.5
Switzerland,CHE,2024-04-17 17:00:00,2024-04-17 19:00:00,101.28
Switzerland,CHE,2024-04-17 18:00:00,2024-04-17 20:00:00,101.18
Switzerland,CHE,2024-04-17 19:00:00,2024-04-17 21:00:00,93.96
Switzerland,CHE,2024-04-17 20:00:00,2024-04-17 22:00:00,93.83
Switzerland,CHE,2024-04-17 21:00:00,2024-04-17 23:00:00,89.67
Switzerland,CHE,2024-04-17 22:00:00,2024-04-18 00:00:00,90.95
Switzerland,CHE,2024-04-17 23:00:00,2024-04-18 01:00:00,88.9
Switzerland,CHE,2024-04-18 00:00:00,2024-04-18 02:00:00,88.03
Switzerland,CHE,2024-04-18 01:00:00,2024-04-18 03:00:00,87.47
Switzerland,CHE,2024-04-18 02:00:00,2024-04-18 04:00:00,87.9
Switzerland,CHE,2024-04-18 03:00:00,2024-04-18 05:00:00,92.54
Switzerland,CHE,2024-04-18 04:00:00,2024-04-18 06:00:00,99.21
Switzerland,CHE,2024-04-18 05:00:00,2024-04-18 07:00:00,128.46
Switzerland,CHE,2024-04-18 06:00:00,2024-04-18 08:00:00,116.35
Switzerland,CHE,2024-04-18 07:00:00,2024-04-18 09:00:00,94.39
Switzerland,CHE,2024-04-18 08:00:00,2024-04-18 10:00:00,86.61
Switzerland,CHE,2024-04-18 09:00:00,2024-04-18 11:00:00,82.35
Switzerland,CHE,2024-04-18 10:00:00,2024-04-18 12:00:00,75.7
Switzerland,CHE,2024-04-18 11:00:00,2024-04-18 13:00:00,71.84
Switzerland,CHE,2024-04-18 12:00:00,2024-04-18 14:00:00,71.86
Switzerland,CHE,2024-04-18 13:00:00,2024-04-18 15:00:00,66.18
Switzerland,CHE,2024-04-18 14:00:00,2024-04-18 16:00:00,70.06
Switzerland,CHE,2024-04-18 15:00:00,2024-04-18 17:00:00,85.16
Switzerland,CHE,2024-04-18 16:00:00,2024-04-18 18:00:00,94.73
Switzerland,CHE,2024-04-18 17:00:00,2024-04-18 19:00:00,126.02
Switzerland,CHE,2024-04-18 18:00:00,2024-04-18 20:00:00,128.55
Switzerland,CHE,2024-04-18 19:00:00,2024-04-18 21:00:00,95.03
Switzerland,CHE,2024-04-18 20:00:00,2024-04-18 22:00:00,85.39
Switzerland,CHE,2024-04-18 21:00:00,2024-04-18 23:00:00,75.78
Switzerland,CHE,2024-04-18 22:00:00,2024-04-19 00:00:00,79.68
Switzerland,CHE,2024-04-18 23:00:00,2024-04-19 01:00:00,75.63
Switzerland,CHE,2024-04-19 00:00:00,2024-04-19 02:00:00,74.97
Switzerland,CHE,2024-04-19 01:00:00,2024-04-19 03:00:00,74.16
Switzerland,CHE,2024-04-19 02:00:00,2024-04-19 04:00:00,74.0
Switzerland,CHE,2024-04-19 03:00:00,2024-04-19 05:00:00,75.45
Switzerland,CHE,2024-04-19 04:00:00,2024-04-19 06:00:00,81.09
Switzerland,CHE,2024-04-19 05:00:00,2024-04-19 07:00:00,84.62
Switzerland,CHE,2024-04-19 06:00:00,2024-04-19 08:00:00,82.43
Switzerland,CHE,2024-04-19 07:00:00,2024-04-19 09:00:00,74.39
Switzerland,CHE,2024-04-19 08:00:00,2024-04-19 10:00:00,70.05
Switzerland,CHE,2024-04-19 09:00:00,2024-04-19 11:00:00,45.78
Switzerland,CHE,2024-04-19 10:00:00,2024-04-19 12:00:00,38.14
Switzerland,CHE,2024-04-19 11:00:00,2024-04-19 13:00:00,23.7
Switzerland,CHE,2024-04-19 12:00:00,2024-04-19 14:00:00,23.7
Switzerland,CHE,2024-04-19 13:00:00,2024-04-19 15:00:00,54.08
Switzerland,CHE,2024-04-19 14:00:00,2024-04-19 16:00:00,69.03
Switzerland,CHE,2024-04-19 15:00:00,2024-04-19 17:00:00,74.2
Switzerland,CHE,2024-04-19 16:00:00,2024-04-19 18:00:00,75.06
Switzerland,CHE,2024-04-19 17:00:00,2024-04-19 19:00:00,81.19
Switzerland,CHE,2024-04-19 18:00:00,2024-04-19 20:00:00,81.73
Switzerland,CHE,2024-04-19 19:00:00,2024-04-19 21:00:00,76.93
Switzerland,CHE,2024-04-19 20:00:00,2024-04-19 22:00:00,75.0
Switzerland,CHE,2024-04-19 21:00:00,2024-04-19 23:00:00,70.0
Switzerland,CHE,2024-04-19 22:00:00,2024-04-20 00:00:00,69.09
Switzerland,CHE,2024-04-19 23:00:00,2024-04-20 01:00:00,62.89
Switzerland,CHE,2024-04-20 00:00:00,2024-04-20 02:00:00,56.05
Switzerland,CHE,2024-04-20 01:00:00,2024-04-20 03:00:00,50.97
Switzerland,CHE,2024-04-20 02:00:00,2024-04-20 04:00:00,52.21
Switzerland,CHE,2024-04-20 03:00:00,2024-04-20 05:00:00,55.76
Switzerland,CHE,2024-04-20 04:00:00,2024-04-20 06:00:00,60.91
Switzerland,CHE,2024-04-20 05:00:00,2024-04-20 07:00:00,62.93
Switzerland,CHE,2024-04-20 06:00:00,2024-04-20 08:00:00,64.95
Switzerland,CHE,2024-04-20 07:00:00,2024-04-20 09:00:00,56.53
Switzerland,CHE,2024-04-20 08:00:00,2024-04-20 10:00:00,50.04
Switzerland,CHE,2024-04-20 09:00:00,2024-04-20 11:00:00,43.71
Switzerland,CHE,2024-04-20 10:00:00,2024-04-20 12:00:00,30.67
Switzerland,CHE,2024-04-20 11:00:00,2024-04-20 13:00:00,21.62
Switzerland,CHE,2024-04-20 12:00:00,2024-04-20 14:00:00,18.75
Switzerland,CHE,2024-04-20 13:00:00,2024-04-20 15:00:00,25.93
Switzerland,CHE,2024-04-20 14:00:00,2024-04-20 16:00:00,42.04
Switzerland,CHE,2024-04-20 15:00:00,2024-04-20 17:00:00,58.99
Switzerland,CHE,2024-04-20 16:00:00,2024-04-20 18:00:00,81.05
Switzerland,CHE,2024-04-20 17:00:00,2024-04-20 19:00:00,84.15
Switzerland,CHE,2024-04-20 18:00:00,2024-04-20 20:00:00,87.64
Switzerland,CHE,2024-04-20 19:00:00,2024-04-20 21:00:00,88.94
Switzerland,CHE,2024-04-20 20:00:00,2024-04-20 22:00:00,85.75
Switzerland,CHE,2024-04-20 21:00:00,2024-04-20 23:00:00,78.5
Switzerland,CHE,2024-04-20 22:00:00,2024-04-21 00:00:00,78.38
Switzerland,CHE,2024-04-20 23:00:00,2024-04-21 01:00:00,73.98
Switzerland,CHE,2024-04-21 00:00:00,2024-04-21 02:00:00,70.64
Switzerland,CHE,2024-04-21 01:00:00,2024-04-21 03:00:00,68.67
Switzerland,CHE,2024-04-21 02:00:00,2024-04-21 04:00:00,67.77
Switzerland,CHE,2024-04-21 03:00:00,2024-04-21 05:00:00,68.36
Switzerland,CHE,2024-04-21 04:00:00,2024-04-21 06:00:00,67.51
Switzerland,CHE,2024-04-21 05:00:00,2024-04-21 07:00:00,63.76
Switzerland,CHE,2024-04-21 06:00:00,2024-04-21 08:00:00,62.31
Switzerland,CHE,2024-04-21 07:00:00,2024-04-21 09:00:00,54.02
Switzerland,CHE,2024-04-21 08:00:00,2024-04-21 10:00:00,34.62
Switzerland,CHE,2024-04-21 09:00:00,2024-04-21 11:00:00,27.92
Switzerland,CHE,2024-04-21 10:00:00,2024-04-21 12:00:00,10.83
Switzerland,CHE,2024-04-21 11:00:00,2024-04-21 13:00:00,0.96
Switzerland,CHE,2024-04-21 12:00:00,2024-04-21 14:00:00,-1.43
Switzerland,CHE,2024-04-21 13:00:00,2024-04-21 15:00:00,1.03
Switzerland,CHE,2024-04-21 14:00:00,2024-04-21 16:00:00,14.19
Switzerland,CHE,2024-04-21 15:00:00,2024-04-21 17:00:00,51.94
Switzerland,CHE,2024-04-21 16:00:00,2024-04-21 18:00:00,72.12
Switzerland,CHE,2024-04-21 17:00:00,2024-04-21 19:00:00,86.9
Switzerland,CHE,2024-04-21 18:00:00,2024-04-21 20:00:00,90.04
Switzerland,CHE,2024-04-21 19:00:00,2024-04-21 21:00:00,88.91
Switzerland,CHE,2024-04-21 20:00:00,2024-04-21 22:00:00,85.96
Switzerland,CHE,2024-04-21 21:00:00,2024-04-21 23:00:00,82.41
Switzerland,CHE,2024-04-21 22:00:00,2024-04-22 00:00:00,74.84
Switzerland,CHE,2024-04-21 23:00:00,2024-04-22 01:00:00,73.68
Switzerland,CHE,2024-04-22 00:00:00,2024-04-22 02:00:00,73.38
Switzerland,CHE,2024-04-22 01:00:00,2024-04-22 03:00:00,73.19
Switzerland,CHE,2024-04-22 02:00:00,2024-04-22 04:00:00,75.42
Switzerland,CHE,2024-04-22 03:00:00,2024-04-22 05:00:00,82.47
Switzerland,CHE,2024-04-22 04:00:00,2024-04-22 06:00:00,98.08
Switzerland,CHE,2024-04-22 05:00:00,2024-04-22 07:00:00,106.95
Switzerland,CHE,2024-04-22 06:00:00,2024-04-22 08:00:00,104.34
Switzerland,CHE,2024-04-22 07:00:00,2024-04-22 09:00:00,88.32
Switzerland,CHE,2024-04-22 08:00:00,2024-04-22 10:00:00,82.3
Switzerland,CHE,2024-04-22 09:00:00,2024-04-22 11:00:00,80.22
Switzerland,CHE,2024-04-22 10:00:00,2024-04-22 12:00:00,75.66
Switzerland,CHE,2024-04-22 11:00:00,2024-04-22 13:00:00,73.62
Switzerland,CHE,2024-04-22 12:00:00,2024-04-22 14:00:00,72.78
