Var1,osmid,longitude,latitude,el_dmd,lv_grid,consumers,label,source,voltage,grid_id,trafo,moved_from_water,cluster_area,r,g,b,size,geometry
1535,41,7.86374560800944,46.2291507098789,0,-1,False,60164708,false,0.993832746971563,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.863746 46.229151)
1536,63,7.85254550799555,46.2376648098859,0.183726834403334,NaN,True,9758444856,false,0.990803150118557,108_1,NaN,NaN,NaN,255,0,0,9.18634172016671,POINT (7.852546 46.237665)
1537,176,7.86190730800783,46.2276321098787,0.179128160457923,NaN,True,2346113816,false,0.993755864823543,108_1,NaN,NaN,NaN,255,0,0,8.95640802289615,POINT (7.861907 46.227632)
1538,42,7.87024170801612,46.2301138098778,0.313773481222062,NaN,True,369495439,false,0.995113001540278,108_1,NaN,NaN,NaN,255,0,0,15.6886740611031,POINT (7.870242 46.230114)
1539,43,7.87046070801641,46.2298938098776,0,-1,False,60130375,false,0.995124932391355,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.870461 46.229894)
1540,44,7.87022340801617,46.2298057098776,0,-1,False,2346068592,false,0.995133291643954,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.870223 46.229806)
1541,46,7.9026458080518,46.224778909867,0,-1,False,434305348,false,0.99248947626621,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.902646 46.224779)
1542,51,7.88448720803129,46.2300871098742,0.274416516293143,NaN,True,9796616728,false,0.993756315558305,108_1,NaN,NaN,NaN,255,0,0,13.7208258146572,POINT (7.884487 46.230087)
1543,47,7.88287880803002,46.2281678098736,0.268148695514612,NaN,True,60168776,false,0.994067023685508,108_1,NaN,NaN,NaN,255,0,0,13.4074347757306,POINT (7.882879 46.228168)
1544,48,7.88315190802994,46.2297642098743,0,-1,False,60168779,false,0.994160294059529,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.883152 46.229764)
1545,49,7.88399780803067,46.2304835098745,0,-1,False,9796616726,false,0.993835633036596,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.883998 46.230484)
1546,50,7.88137850802782,46.2307551098753,0,-1,False,9796616632,false,0.994473668025264,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.881379 46.230755)
1547,52,7.85368700799647,46.2389579098863,0.332830320618385,NaN,True,3114428752,false,0.990704695139575,108_1,NaN,NaN,NaN,255,0,0,16.6415160309192,POINT (7.853687 46.238958)
1548,53,7.85343280799623,46.2388259098863,0,-1,False,9758444844,false,0.990716656496931,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.853433 46.238826)
1549,54,7.85216530799474,46.2394349098869,0,-1,False,3114428760,false,0.99069670252779,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.852165 46.239435)
1550,55,7.85256690799555,46.237774309886,0,-1,False,9758444855,false,0.990786881517379,108_1,NaN,NaN,NaN,255,0,0,0,POINT (7.852567 46.237774)
